confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
112	1	1	1	1	0.4548543032175333	-14.219894166861364	N/A	22.061828913478287	C27H29N5O6S	[M - H]-	GJPICJJJRGTNOD	InChI=1S/C27H29N5O6S/c1-27(2,3)18-10-12-19(13-11-18)39(34,35)32-23-22(38-21-9-6-5-8-20(21)36-4)26(37-17-16-33)31-25(30-23)24-28-14-7-15-29-24/h5-15,33H,16-17H2,1-4H3,(H,30,31,32)	Actelion	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC	3.79999995	104865;25207767;25217739;25217741;25217742;25217872;49849576;57538923;59233864;59233866;59233869;59233872;59233876;59253435;59818114;59818116;59818118;59818120;59818123;59818126;59818129;59818130;59818133;59818134;59818141;59818142;59818150;119081665;117900889;117900890	HMDB:(14699);additional;MeSH:(104865);PubMed;NORMAN:(NS00008194);COCONUT:(CNP0271299);database;PubChem:(104865 25207767 25217739 25217741 25217742 25217872 49849576 57538923 59233864 59233866 59233869 59233872 59233876 59253435 59818114 59818116 59818118 59818120 59818123 59818126 59818129 59818130 59818133 59818134 59818141 59818142 59818150 119081665 117900889 117900890);CHEBI:(51450);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68839817326	550.176578648	NaN	232_challenge_306_	N/A
113	1	1	1	1	0.45196401413820125	-22.775778142609518	N/A	21.879250739737362	C27H44O	[M + H]+	QYSXJUFSXHHAJI	InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3	Ricketon	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	7.9000001	2735;6221;1548920;1548921;1548922;1548923;7067439;7067440;7251172;7251174;5280795;5283710;5283711;5283712;5353527;5363362;6393768;6432644;6451358;6604201;6604662;6708595;6713938;6992015;6992016;9821465;12303085;12303090;12303092;12303099;12303103;10883523;10000117;10894379;10045875;11014566;11025493;11058152;10340013;11463269;17756775;20849436;22811020;25057171;25127095;25203321;25245915;24779639;25749216;25749217;25886211;25886212;42051934;42051935;40976976;44120164;44281724;46783254;51398173;51412568;51412569;50990069;54253997;54253998;54253999;54254000;54254001;57369435;53442272;57484195;59105885;57853712;66509018;66577030;71679245;71679246;71679247;71772573;71310874;73891144;73946685;76974359;88060377;87058084;88100830;88558217;87495473;88929345;89077613;90787517;89154175;90889268;92131197;89690182;91602203;91463052;101182058;101182060;102372242;117064495;117590619;123256248;124203107;124203108;123977226;129009980;129010296;129627856;131697801;131954764;135221919;135391163;139407593	HMDB:(876 6719);PubChem class - food;SuperNatural:(SN00006565 SN00011179 SN00006566 SN00006564 SN00257765);ZINC bio:(ZINC03978666 ZINC03978667 ZINC03978669 ZINC04474460 ZINC05380435 ZINC09231972 ZINC11592611 ZINC11592613 ZINC13813120 ZINC13813123 ZINC31356923 ZINC38140518 ZINC38557647);additional;HSDB:(67-97-0);MeSH:(5280795 5283710);PubMed;NORMAN:(NS00008889);COCONUT:(CNP0117742);KNApSAcK:(41217);Natural Products:(UNPD41501 UNPD30380);database;PubChem:(2735 6221 1548920 1548921 1548922 1548923 7067439 7067440 7251172 7251174 5280795 5283710 5283711 5283712 5353527 5363362 6393768 6432644 6451358 6604201 6604662 6708595 6713938 6992015 6992016 9821465 12303085 12303090 12303092 12303099 12303103 10883523 10000117 10894379 10045875 11014566 11025493 11058152 10340013 11463269 17756775 20849436 22811020 25057171 25127095 25203321 25245915 24779639 25749216 25749217 25886211 25886212 42051934 42051935 40976976 44120164 44281724 46783254 51398173 51412568 51412569 50990069 54253997 54253998 54253999 54254000 54254001 57369435 53442272 57484195 59105885 57853712 66509018 66577030 71679245 71679246 71679247 71772573 71310874 73891144 73946685 76974359 88060377 87058084 88100830 88558217 87495473 88929345 89077613 90787517 89154175 90889268 92131197 89690182 91602203 91463052 101182058 101182060 102372242 117064495 117590619 123256248 124203107 124203108 123977226 129009980 129010296 129627856 131697801 131954764 135221919 135391163 139407593);CHEBI:(28940);PubChem class - bio and metabolites;KEGG:(C05443);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(VITAMIN_D3)	68975111038	385.34649202799994	NaN	407_challenge_464_	N/A
114	1	1	1	1	0.45083773831454566	-6.4535052297227695	N/A	3.176991624027176	C7H5NO3S2	[M - H]-	ZCXGMSGCBDSEOY	InChI=1S/C7H5NO3S2/c9-13(10,11)7-8-5-3-1-2-4-6(5)12-7/h1-4H,(H,9,10,11)	Benzothiazole-2-sulfonate	C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)O	1.35023701	30647;3111084;138396188	NORMAN:(NS00010634);database;PubChem:(30647 3111084 138396188);ZINC bio:(ZINC01845473);additional;MeSH:(30647);PubChem class - safety and toxic;Training Set;PubMed	68787396678	213.96380902	NaN	179_challenge_259_	N/A
115	1	1	1	1	0.4502525357207846	-5.046275172756505	N/A	18.974459942044124	C16H16O9	[M - H]-	ARQXEQLMMNGFDU	InChI=1S/C16H16O9/c1-6-4-10(17)24-9-5-7(2-3-8(6)9)23-16-13(20)11(18)12(19)14(25-16)15(21)22/h2-5,11-14,16,18-20H,1H3,(H,21,22)	AmbotzGBB1285	CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)C(=O)O)O)O)O	0.0787296444	91553;128746;1201526;2733792;3683393;7058242;7058243;7091672;7167441;7282389;7282390;7282391;7282392;7282393;7282394;9928422;14427077;26470446;24802323;25796464;71750690;71433971;87296333;88326859;93982610;95555420;124301865;127239645;124489957;134813506;134867435;138402692	HMDB:(136759);SuperNatural:(SN00250881);ZINC bio:(ZINC03864013 ZINC04073886 ZINC04557044 ZINC04557045 ZINC04557046);additional;MeSH:(91553 128746 3683393);PubMed;NORMAN:(NS00003570);COCONUT:(CNP0235108);Natural Products:(UNPD24338);database;PubChem:(91553 128746 1201526 2733792 3683393 7058242 7058243 7091672 7167441 7282389 7282390 7282391 7282392 7282393 7282394 9928422 14427077 26470446 24802323 25796464 71750690 71433971 87296333 88326859 93982610 95555420 124301865 127239645 124489957 134813506 134867435 138402692);CHEBI:(144582 1904);PubChem class - bio and metabolites;KEGG:(C11584);Training Set	68740243822	351.07215609199994	NaN	177_challenge_257_	N/A
116	1	1	1	1	0.44958854611443533	-8.522549215399486	N/A	7.441613183668153	C10H12O3	[M - H]-	QELSKZZBTMNZEB	InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3	Parasept	CCCOC(=O)C1=CC=C(C=C1)O	2.1875484	7175;5046350;71751855;90834522;131674243;138396088	HMDB:(32574);PubChem class - food;ZINC bio:(ZINC01586788);additional;HSDB:(94-13-3);MeSH:(7175);PubMed;NORMAN:(NS00002126);COCONUT:(CNP0333884);Natural Products:(UNPD99753);database;PubChem:(7175 5046350 71751855 90834522 131674243 138396088);CHEBI:(32063);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68974076526	179.071368244	NaN	207_challenge_284_	N/A
117	1	1	1	1	0.44900918938886847	-183.30262021597358	N/A	49.238179326951645	C15H18N4O7S	[M + H]+	JTHMVYBOQLDDIY	InChI=1S/C15H18N4O7S/c1-4-9-26-14-16-19(15(22)18(14)2)13(21)17-27(23,24)11-8-6-5-7-10(11)12(20)25-3/h5-8H,4,9H2,1-3H3,(H,17,21)	Propoxycarbazone [ISO]	CCCOC1=NN(C(=O)N1C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC	2.0	177355;24868341;74339141;138396198	NORMAN:(NS00008432);database;PubChem:(177355 24868341 74339141 138396198);additional;PubChem class - bio and metabolites;MeSH:(177355);PubChem class - safety and toxic;PubMed	68804149318	399.09689591599994	NaN	321_challenge_387_	N/A
118	1	1	1	1	0.4473468570085865	-253.97226360380918	N/A	71.92245419281045	C43H65N5O10	[M + H]+	LJVAJPDWBABPEJ	InChI=1S/C43H65N5O10/c1-12-33-43(8)37(48(41(53)58-43)19-14-13-18-47-23-31(45-24-47)30-16-15-17-44-22-30)27(4)34(49)25(2)21-42(7,54-11)38(28(5)35(50)29(6)39(52)56-33)57-40-36(51)32(46(9)10)20-26(3)55-40/h15-17,22-29,32-33,36-38,40,51H,12-14,18-21H2,1-11H3	Levviax	CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C	4.19999981	73658;443578;3002190;5462516;5496803;9918852;11693521;16667730;16760217;17753754;22525209;21881641;25073503;23958736;24847865;42596958;44317671;44317862;46783745;56928074;58593562;57885152;58852891;59842216;59907772;59907802;73265197;73351291;73440768;71752343;70789201;71296916;71306735;90660825;92043103;91810863;117072363;118701745;122505239;122130735;124523680;124746424;124746425;124816457;122463193;124224913;126480043;129600749;129600750;129600751;129600752;129606930;134695314;138107029;137794998;138402871	HMDB:(15111);HSDB:(191114-48-4);MeSH:(73658 3002190 5496803 11693521 16667730 21881641 22525209 23958736 24847865 46783745 70789201 71306735 91810863 92043103 117072363 118701745 122130735 134695314 137794998 138402871);PubMed;NORMAN:(NS00002486);COCONUT:(CNP0074389);database;PubChem:(73658 443578 3002190 5462516 5496803 9918852 11693521 16667730 16760217 17753754 22525209 21881641 25073503 23958736 24847865 42596958 44317671 44317862 46783745 56928074 58593562 57885152 58852891 59842216 59907772 59907802 73265197 73351291 73440768 71752343 70789201 71296916 71306735 90660825 92043103 91810863 117072363 118701745 122505239 122130735 124523680 124746424 124746425 124816457 122463193 124224913 126480043 129600749 129600750 129600751 129600752 129606930 134695314 138107029 137794998 138402871);CHEBI:(29688);PubChem class - bio and metabolites;KEGG:(C12009);PubChem class - safety and toxic;PubChem class - drug	68839277422	812.48041928	NaN	491_challenge_91_	N/A
119	1	1	1	1	0.4469864163834175	-58.060446833698336	N/A	34.18307267652973	C22H23ClN6O	[M + H]+	PSIFNNKUMBGKDQ	InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)	losartan	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl	4.30000019	3961;25235250;25235300;25235301;25235400;25235899;25235940;24808540;45039667;59738365;59738370;59738378;59738380;59738384;59738385;59738387;89267369;89267370;123651193;129627340;138396164	HMDB:(14816);additional;MeSH:(3961);PubMed;NORMAN:(NS00008822);COCONUT:(CNP0209828);database;PubChem:(3961 25235250 25235300 25235301 25235400 25235899 25235940 24808540 45039667 59738365 59738370 59738378 59738380 59738384 59738385 59738387 89267369 89267370 123651193 129627340 138396164);CHEBI:(6541);PubChem class - bio and metabolites;KEGG:(C07072);PubChem class - safety and toxic;PubChem class - drug	68839801198	423.16946303600014	NaN	329_challenge_394_	N/A
120	1	1	1	1	0.4460085267862906	-61.27106648815626	N/A	58.20258847662188	C27H29N5O6S	[M + H]+	GJPICJJJRGTNOD	InChI=1S/C27H29N5O6S/c1-27(2,3)18-10-12-19(13-11-18)39(34,35)32-23-22(38-21-9-6-5-8-20(21)36-4)26(37-17-16-33)31-25(30-23)24-28-14-7-15-29-24/h5-15,33H,16-17H2,1-4H3,(H,30,31,32)	Actelion	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC	3.79999995	104865;25207767;25217739;25217741;25217742;25217872;49849576;57538923;59233864;59233866;59233869;59233872;59233876;59253435;59818114;59818116;59818118;59818120;59818123;59818126;59818129;59818130;59818133;59818134;59818141;59818142;59818150;119081665;117900889;117900890	NORMAN:(NS00008194);COCONUT:(CNP0271299);HMDB:(14699);database;PubChem:(104865 25207767 25217739 25217741 25217742 25217872 49849576 57538923 59233864 59233866 59233869 59233872 59233876 59253435 59818114 59818116 59818118 59818120 59818123 59818126 59818129 59818130 59818133 59818134 59818141 59818142 59818150 119081665 117900889 117900890);CHEBI:(51450);additional;PubChem class - bio and metabolites;MeSH:(104865);PubChem class - safety and toxic;PubMed;PubChem class - drug	68839800942	552.1911306480001	NaN	370_challenge_430_	N/A
121	1	1	1	1	0.4452777362132745	-13.726385262873755	N/A	31.257655801035543	C21H11ClF6N2O3	[M - H]-	RYLHNOVXKPXDIP	InChI=1S/C21H11ClF6N2O3/c22-12-8-10(21(26,27)28)4-7-17(12)33-11-5-6-16(15(25)9-11)29-20(32)30-19(31)18-13(23)2-1-3-14(18)24/h1-9H,(H2,29,30,31,32)	Cascade	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F	6.30000019	91766;138396022	ZINC bio:(ZINC02564891);additional;HSDB:(101463-69-8);MeSH:(91766);PubMed;NORMAN:(NS00003296);COCONUT:(CNP0222497);database;PubChem:(91766 138396022);CHEBI:(39382);PubChem class - bio and metabolites;KEGG:(C18430);PubChem class - safety and toxic;Training Set	68806271846	487.028963212	NaN	251_challenge_323_	N/A
122	1	1	1	1	0.4452281444172093	-119.3190811635441	N/A	14.620075085574776	C37H58O12	[M + Na]+	OHDFISPWADYJIW	InChI=1S/C37H58O12/c1-32(31(46)47-6)11-13-37(30(44)45)14-12-35(4)19(20(37)15-32)7-8-24-33(2)16-21(40)28(34(3,18-39)23(33)9-10-36(24,35)5)49-29-27(43)26(42)25(41)22(17-38)48-29/h7,20-29,38-43H,8-18H2,1-6H3,(H,44,45)	Ambotz7500053	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C(=O)OC	2.4000001	5317216;14132360;92131314;102004522	COCONUT:(CNP0124819 CNP0356300);Natural Products:(UNPD100592 UNPD108553);database;PubChem:(5317216 14132360 92131314 102004522);SuperNatural:(SN00165876 SN00362141 SN00339639)	68722655234	717.382047296	NaN	180_challenge_26_	N/A
123	1	1	1	1	0.4451579311087225	-10.056102812807884	N/A	19.59729638867979	C23H32N6O4S	[M - H]-	SECKRCOLJRRGGV	InChI=1S/C23H32N6O4S/c1-5-8-20-24-16(4)21-23(30)25-22(26-29(20)21)18-15-17(9-10-19(18)33-7-3)34(31,32)28-13-11-27(6-2)12-14-28/h9-10,15H,5-8,11-14H2,1-4H3,(H,25,26,30)	Levitra	CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C	2.5	135617450;136099626;136226342;135400189;135448279;135481033;136961182	HMDB:(15000);ZINC bio:(ZINC18324776);additional;HSDB:(224785-90-4);MeSH:(135400189);PubMed;NORMAN:(NS00004123);COCONUT:(CNP0202719);database;PubChem:(135617450 136099626 136226342 135400189 135448279 135481033 136961182);CHEBI:(46295);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68839826030	487.21329850399997	NaN	195_challenge_273_	N/A
124	1	1	1	1	0.44449661129919976	-37.04245911610922	N/A	15.638610045179146	C12H14Cl3O4P	[M + H]+	FSAVDKDHPDSCTO	InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3	Apachlor	CCOP(=O)(OCC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl	4.74650383	10107;5377784;5377791;10522624;71314668;102330241;129318172;138987971	ZINC bio:(ZINC02040511 ZINC13531994);additional;HSDB:(470-90-6);MeSH:(10107 5377784 5377791);PubMed;NORMAN:(NS00000485);database;PubChem:(10107 5377784 5377791 10522624 71314668 102330241 129318172 138987971);CHEBI:(38598);PubChem class - bio and metabolites;KEGG:(C18654);PubChem class - safety and toxic;PubChem class - drug	68837712742	358.976804598	NaN	384_challenge_443_	N/A
125	1	1	1	1	0.4410230585138372	-43.10826559017563	N/A	25.024590874824092	C26H29NO	[M + H]+	NKANXQFJJICGDU	InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3	,citrate	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	7.0999999	5376;154923;3032583;3036736;2733526;3370247;5289438;6369059;5462114;11451630;45040456;71752288;71309100;71309191;87751644;101743893;123268533;124202663;131708947;139024599	HMDB:(14813);SuperNatural:(SN00002109);ZINC bio:(ZINC01530689 ZINC01530690);additional;HSDB:(10540-29-1);MeSH:(2733526);PubMed;NORMAN:(NS00010353);COCONUT:(CNP0242315 CNP0267142);Natural Products:(UNPD209836);database;PubChem:(5376 154923 3032583 3036736 2733526 3370247 5289438 6369059 5462114 11451630 45040456 71752288 71309100 71309191 87751644 101743893 123268533 124202663 131708947 139024599);CHEBI:(41774 92766);PubChem class - bio and metabolites;KEGG:(C07108);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-4541)	68840893294	372.232190548	NaN	334_challenge_399_	N/A
126	1	1	1	1	0.44086096767342703	-221.57720331078596	N/A	39.91137744114808	C14H14Cl2N2O3	[M - H]-	QLJFYTMVYIVQDQ	InChI=1S/C14H14Cl2N2O3/c15-8-4-7(5-9(16)12(8)19)6-10-14(21)18-3-1-2-11(18)13(20)17-10/h4-5,10-11,19H,1-3,6H2,(H,17,20)	null	C1CC2C(=O)NC(C(=O)N2C1)CC3=CC(=C(C(=C3)Cl)O)Cl	2.29999995	44537961;44254331	COCONUT:(CNP0304483);Natural Products:(UNPD61206);database;PubChem:(44537961 44254331);SuperNatural:(SN00295670);PubMed	68722655298	327.030871668	NaN	5_challenge_101_	N/A
127	1	1	1	1	0.43946667619427143	-27.14530262471237	N/A	36.267627128680616	C6H6N2O2	[M + H]+	TWIIRMSFZNYMQE	InChI=1S/C6H6N2O2/c1-10-6(9)5-4-7-2-3-8-5/h2-4H,1H3	Methyl pyrazinoate	COC(=O)C1=NC=CN=C1	-0.0469999351	72662	NORMAN:(NS00014421);COCONUT:(CNP0080083);database;PubChem:(72662);additional;EcoCyc Mine;PubChem class - safety and toxic;PubMed;KEGG Mine	94559273026	139.050203432	NaN	267_challenge_338_	N/A
128	1	1	1	1	0.439402491592345	-35.85761109643379	N/A	34.17246059753041	C7H15N	[M + H]+	AVKNGPAMCBSNSO	InChI=1S/C7H15N/c8-6-7-4-2-1-3-5-7/h7H,1-6,8H2	NCIStruc1_000612	C1CCC(CC1)CN	1.70000005	76688;448748	NORMAN:(NS00029228);COCONUT:(CNP0185023);database;PubChem:(76688 448748);ZINC bio:(ZINC00901180);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	77395664962	114.12772548	NaN	87_challenge_176_	N/A
129	1	1	1	1	0.436920253549029	-30.096731837753133	N/A	2.7530436524414346	C9H15Cl6O4P	[M + H]+	JZZBTMVTLBHJHL	InChI=1S/C9H15Cl6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2	Fyrol 32B	C(C(CCl)Cl)OP(=O)(OCC(CCl)Cl)OCC(CCl)Cl	3.29999995	6538;92171251;92178663;99123340;97301232	NORMAN:(NS00008800);database;PubChem:(6538 92171251 92178663 99123340 97301232);HSDB:(78-43-3);MeSH:(6538);PubChem class - safety and toxic;PubMed	68786848326	428.89118766999997	NaN	383_challenge_442_	N/A
130	1	1	1	1	0.4368316574870189	-18.418265754531877	N/A	31.53034122403437	C9H6N2O3	[M + H]+	RJIWZDNTCBHXAL	InChI=1S/C9H6N2O3/c12-8-4-3-7(11(13)14)6-2-1-5-10-9(6)8/h1-5,12H	5-Nitrox	C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-]	1.60848975	19910;4740324;26819212	HMDB:(15491);SuperNatural:(SN00133781);ZINC bio:(ZINC15831592);additional;MeSH:(19910);PubMed;NORMAN:(NS00004195);COCONUT:(CNP0050113 CNP0225878);database;PubChem:(19910 4740324 26819212);CHEBI:(67121);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	68840874094	191.045118052	NaN	282_challenge_351_	N/A
131	1	1	1	1	0.43659519487531717	-53.75103223655896	N/A	26.88277399070545	C18H21NO	[M + H]+	YDWFQKUSPZKUPI	InChI=1S/C18H21NO/c1-18(2,3)16-11-9-15(10-12-16)17(20)19-13-14-7-5-4-6-8-14/h4-12H,13H2,1-3H3,(H,19,20)	N-benzyl-4-tert-butylbenzamide	CC(C)(C)C1=CC=C(C=C1)C(=O)NCC2=CC=CC=C2	4.2440238	809338;71606849	database;PubChem class - safety and toxic;PubChem:(809338 71606849);PubMed	68786585666	268.169590292	NaN	474_challenge_76_	N/A
132	1	1	1	1	0.4365205529124294	-24.890089515685517	N/A	24.747859743359	C7H6N2O3	[M + H]+	KLGQWSOYKYFBTR	InChI=1S/C7H6N2O3/c8-7(10)5-3-1-2-4-6(5)9(11)12/h1-4H,(H2,8,10)	2-Nitrobenzamide	C1=CC=C(C(=C1)C(=O)N)[N+](=O)[O-]	0.779872537	11876;138395998	NORMAN:(NS00014385);database;PubChem class - safety and toxic;PubChem:(11876 138395998);PubMed;additional	68787372098	167.045118052	NaN	265_challenge_336_	N/A
133	1	1	1	1	0.43556954434934586	-64.25866012521546	N/A	14.637833145290053	C32H39NO2	[M + H]+	MJJALKDDGIKVBE	InChI=1S/C32H39NO2/c1-32(2,3)28-18-16-25(17-19-28)30(34)15-10-22-33-23-20-29(21-24-33)35-31(26-11-6-4-7-12-26)27-13-8-5-9-14-27/h4-9,11-14,16-19,29,31H,10,15,20-24H2,1-3H3	Ebastina	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4	7.19999981	3191;10073949;10345585;45039122;76973404;76973877;119081673	HMDB:(60159);ZINC bio:(ZINC03781952);additional;MeSH:(3191);PubMed;NORMAN:(NS00002898);COCONUT:(CNP0195868);database;PubChem:(3191 10073949 10345585 45039122 76973404 76973877 119081673);CHEBI:(31528);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-20528)	68839811182	470.305355488	NaN	351_challenge_413_	N/A
134	1	1	1	1	0.43336567013188065	-247.87032180344215	N/A	23.55152381170547	C24H30N2O3	[M + H]+	GYAGAEMDMTUTHW	InChI=1S/C24H30N2O3/c1-4-16-10-15-12-24(23(28)29-3)21-19(18-7-5-6-8-20(18)25-21)11-17(9-14(2)27)26(13-15)22(16)24/h5-8,15-17,22,25H,4,9-13H2,1-3H3	null	CCC1CC2CC3(C1N(C2)C(CC4=C3NC5=CC=CC=C45)CC(=O)C)C(=O)OC	3.29999995	10000730;10250044	COCONUT:(CNP0286896);Natural Products:(UNPD32326 UNPD132159);database;PubChem:(10000730 10250044)	68721606658	395.2329188199999	NaN	16_challenge_111_	N/A
135	1	1	1	1	0.42988375947157065	-12.455765110038199	N/A	152.0489808855808	C23H32O6	[M + H]+	ALEXXDVDDISNDU	InChI=1S/C23H32O6/c1-13(24)29-12-19(27)23(28)9-7-17-16-5-4-14-10-15(25)6-8-21(14,2)20(16)18(26)11-22(17,23)3/h10,16-18,20,26,28H,4-9,11-12H2,1-3H3	Abbocort	CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	2.37578893	3641;5744;102056;105029;657190;5702068;7059630;7093122;13013956;13013960;13013964;16757689;24016443;24867290;24944334;40469504;40488255;44563312;45791746;44270966;51066491;46912046;51723202;50986322;73707472;82593526;117072382;124744680;124833078;124909220;124909221;124351997;124362918;124404243;138402723	SuperNatural:(SN00006273 SN00235618 SN00006275 SN00006274 SN00072465 SN00374459 SN00006272);ZINC bio:(ZINC03875333 ZINC03977965 ZINC03977966 ZINC03977967 ZINC03977968 ZINC04082342);additional;MeSH:(5744);PubMed;NORMAN:(NS00008477);COCONUT:(CNP0201255);Natural Products:(UNPD104451 UNPD161669);database;PubChem:(3641 5744 102056 105029 657190 5702068 7059630 7093122 13013956 13013960 13013964 16757689 24016443 24867290 24944334 40469504 40488255 44563312 45791746 44270966 51066491 46912046 51723202 50986322 73707472 82593526 117072382 124744680 124833078 124909220 124909221 124351997 124362918 124404243 138402723);CHEBI:(17609);PubChem class - bio and metabolites;KEGG:(C02821);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-417)	68840892774	405.227164744	NaN	327_challenge_392_	N/A
136	1	1	1	1	0.4282912730278339	-8.357077781561898	N/A	14.639332648736977	C10H9FO3	[M - H]-	WUYWHIAAQYQKPP	InChI=1S/C10H9FO3/c11-8-3-1-7(2-4-8)9(12)5-6-10(13)14/h1-4H,5-6H2,(H,13,14)	Maybridge1_000099	C1=CC(=CC=C1C(=O)CCC(=O)O)F	1.5786171	101359;3622124	NORMAN:(NS00014425);COCONUT;database;PubChem:(101359 3622124);additional;MeSH:(101359);PubChem class - safety and toxic;Training Set;PubMed	68789485638	195.04629636800001	NaN	184_challenge_263_	N/A
137	1	1	1	1	0.4252282272339388	-5.176822456925719	N/A	13.355321000459554	C14H11Cl2NO2	[M - H]-	DCOPUUMXTXDBNB	InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)	Allvoran	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	4.18050241	3032;3033;10661763;12877529;25230592;25230655;49849379;57977378;102432407;131709115;138396139	HMDB:(14724);SuperNatural:(SN00000103);ZINC bio:(ZINC00001281);additional;HSDB:(15307-86-5);MeSH:(3033);PubMed;NORMAN:(NS00000212);COCONUT:(CNP0109037 CNP0341546);database;PubChem:(3032 3033 10661763 12877529 25230592 25230655 49849379 57977378 102432407 131709115 138396139);CHEBI:(48311 47381);PubChem class - bio and metabolites;KEGG:(C01690);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-20606)	68840860526	294.00940795200006	NaN	235_challenge_309_	N/A
138	1	1	1	1	0.42095268639376504	-52.134958633372136	N/A	10.84513424156213	C33H33FN2O4	[M + CH2O2 - H]-	OUCSEDFVYPBLLF	InChI=1S/C33H33FN2O4/c1-21(2)31-30(33(39)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-27-19-26(37)20-28(38)40-27/h3-16,21,26-27,37H,17-20H2,1-2H3,(H,35,39)	Atorvastatin lactone	CC(C)C1=C(C(=C(N1CCC2CC(CC(=O)O2)O)C3=CC=C(C=C3)F)C4=CC=CC=C4)C(=O)NC5=CC=CC=C5	5.69999981	6483036;10626316;10721273;10816316;11191953;13923664;13923665;11376140;45038178;45356851;49849495;49849496;57759155;59346949;58280596	PubChem:(6483036 10626316 10721273 10816316 11191953 13923664 13923665 11376140 45038178 45356851 49849495 49849496 57759155 59346949 58280596);PubMed;database	68719476802	585.240635756	NaN	473_challenge_75_	N/A
