Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.7342228270884457,"InChI=1S/C8H8O4/c1-12-8(11)6-4-5(9)2-3-7(6)10/h2-4,9-10H,1H3",920.0;360.0,2,168.0422587,454808,C8H8O4,N,COC(=O)c1cc(O)ccc1O,123.0455:[C7H4O2+2H]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,XGDPKUKRQHHZTH,146.9196207344075,123.0455_999.0;152.0451_102.9,XGDPKUKRQHHZTH-UHFFFAOYSA-N,2,2
0.7342228270884457,"InChI=1S/C8H8O4/c1-12-8(11)5-3-2-4-6(9)7(5)10/h2-4,9-10H,1H3",920.0;360.0,2,168.0422587,456276,C8H8O4,N,COC(=O)c1cccc(O)c1O,123.0455:[C7H4O2+2H]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,DOAJWTSNTNAEIY,146.9196207344075,123.0455_999.0;152.0451_102.9,DOAJWTSNTNAEIY-UHFFFAOYSA-N,2,2
0.7054316940589995,"InChI=1S/C8H8O4/c1-2-4-7(11)5(9)3-6(10)8(4)12/h3,9,12H,2H2,1H3",1056.0;360.0,2,168.0422587,447389,C8H8O4,N,CCC1=C(O)C(=O)C=C(O)C1=O,123.0455:[C7H7O2]+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,WJSQCAWGGRFZJK,141.15845097893413,123.0455_999.0;152.0451_102.9,WJSQCAWGGRFZJK-UHFFFAOYSA-N,2,2
0.7054316940589995,"InChI=1S/C8H8O4/c1-3-4(2)6(10)8(12)7(11)5(3)9/h11-12H,1-2H3",1056.0;360.0,2,168.0422587,479604,C8H8O4,N,CC1=C(C)C(=O)C(O)=C(O)C1=O,123.0455:[C7H7O2]+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,RRSIQEMLRDKPLK,141.15845097893413,123.0455_999.0;152.0451_102.9,RRSIQEMLRDKPLK-UHFFFAOYSA-N,2,2
0.687526360302258,"InChI=1S/C8H8O4/c9-5-3-1-11-2-4(3)6(10)8-7(5)12-8/h1-2,5-10H",1156.0;360.0,2,168.0422587,471195,C8H8O4,N,OC1c2cocc2C(O)C2OC12,123.0455:[C7H5O2+H]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,MKXNJYOXVYLCPJ,137.5755538697619,123.0455_999.0;152.0451_102.9,MKXNJYOXVYLCPJ-UHFFFAOYSA-N,2,2
0.686531928226589,"InChI=1S/C8H8O4/c1-5-6(11-2)3-8(10)12-7(5)4-9/h3-4H,1-2H3",808.0;720.0,2,168.0422587,321686,C8H8O4,N,COc1cc(=O)oc(C=O)c1C,123.0455:[C7H8O2-H]+;152.0451:[C8H8O3]+,UHFFFAOYSA,MCDHEVCLXSINGJ,137.37656579963777,123.0455_999.0;152.0451_102.9,MCDHEVCLXSINGJ-UHFFFAOYSA-N,2,2
0.686531928226589,"InChI=1S/C8H8O4/c1-5(9)7-3-6(11-2)4-8(10)12-7/h3-4H,1-2H3",808.0;720.0,2,168.0422587,330044,C8H8O4,N,COc1cc(C(C)=O)oc(=O)c1,123.0455:[C7H8O2-H]+;152.0451:[C8H8O3]+,UHFFFAOYSA,MELHVRFNTXYFMN,137.37656579963777,123.0455_999.0;152.0451_102.9,MELHVRFNTXYFMN-UHFFFAOYSA-N,2,2
0.686531928226589,"InChI=1S/C8H8O4/c1-10-8-5-4-7(9)12-6(5)2-3-11-8/h2,4,8H,3H2,1H3",808.0;720.0,2,168.0422587,341445,C8H8O4,N,COC1OCC=C2OC(=O)C=C21,123.0455:[C7H8O2-H]+;152.0451:[C8H8O3]+,UHFFFAOYSA,VPGCSEQPAOOVGQ,137.37656579963777,123.0455_999.0;152.0451_102.9,VPGCSEQPAOOVGQ-UHFFFAOYSA-N,2,2
0.686531928226589,"InChI=1S/C8H8O4/c1-5-3-7(12-6(2)9)4-8(10)11-5/h3-4H,1-2H3",808.0;720.0,2,168.0422587,457439,C8H8O4,N,CC(=O)Oc1cc(C)oc(=O)c1,123.0455:[C7H8O2-H]+;152.0451:[C8H8O3]+,UHFFFAOYSA,BOSIWTLJHREICN,137.37656579963777,123.0455_999.0;152.0451_102.9,BOSIWTLJHREICN-UHFFFAOYSA-N,2,2
0.686531928226589,"InChI=1S/C8H8O4/c9-7-5-3-1-2-4(11-3)6(5)8(10)12-7/h3-6H,1-2H2/t3-,4+,5-,6+",808.0;720.0,2,168.0422587,545537,C8H8O4,N,O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1CC[C@H]2O1,123.0455:[C7H8O2-H]+;152.0451:[C8H8O3]+,FBXFSONDSA,JAABVEXCGCXWRR,137.37656579963777,123.0455_999.0;152.0451_102.9,JAABVEXCGCXWRR-FBXFSONDSA-N,2,2
0.686531928226589,"InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3/t7-/m0/s1",808.0;720.0,2,168.0422587,551042,C8H8O4,N,CC(=O)[C@H]1C(=O)C=C(C)OC1=O,123.0455:[C7H8O2-H]+;152.0451:[C8H8O3]+,ZETCQYMHSA,PGRHXDWITVMQBC,137.37656579963777,123.0455_999.0;152.0451_102.9,PGRHXDWITVMQBC-ZETCQYMHSA-N,2,2
0.6855306382541914,"InChI=1S/C8H8O4/c9-6-1-7(10)8(11)5-3-12-2-4(5)6/h1,9-11H,2-3H2",1168.0;360.0,2,168.0422587,338571,C8H8O4,N,Oc1cc(O)c2c(c1O)COC2,123.0455:[C7H5O2+H]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,KQTKPKYQOCCFCE,137.17620544912512,123.0455_999.0;152.0451_102.9,KQTKPKYQOCCFCE-UHFFFAOYSA-N,2,2
0.6578771653643888,"InChI=1S/C8H8O4/c9-7-5-3-1-2-4(11-3)6(5)8(10)12-7/h3-4,9-10H,1-2H2",1355.0;360.0,2,168.0422587,558791,C8H8O4,N,Oc1oc(O)c2c1C1CCC2O1,123.0455:[C7H7O2]+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,DATUCJBAXMDJRD,131.64268401794033,123.0455_999.0;152.0451_102.9,DATUCJBAXMDJRD-UHFFFAOYSA-N,2,2
0.6308088531853042,"InChI=1S/C8H8O4/c1-4(9)8-6(11)2-5(10)3-7(8)12/h2-3,10-12H,1H3",1584.0;360.0,2,168.0422587,23202,C8H8O4,N,CC(=O)c1c(O)cc(O)cc1O,123.0455:[C7H6O2]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,XLEYFDVVXLMULC,126.22625454646519,123.0455_999.0;152.0451_102.9,XLEYFDVVXLMULC-UHFFFAOYSA-N,2,2
0.6308088531853042,"InChI=1S/C8H8O4/c1-5(9)12-6-2-3-7(10)8(11)4-6/h2-4,10-11H,1H3",1584.0;360.0,2,168.0422587,58804,C8H8O4,N,CC(=O)Oc1ccc(O)c(O)c1,123.0455:[C7H6O2]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,RHVCAYPGAKFGLL,126.22625454646519,123.0455_999.0;152.0451_102.9,RHVCAYPGAKFGLL-UHFFFAOYSA-N,2,2
0.6308088531853042,"InChI=1S/C8H8O4/c1-4(9)5-2-6(10)8(12)7(11)3-5/h2-3,10-12H,1H3",1584.0;360.0,2,168.0422587,408291,C8H8O4,N,CC(=O)c1cc(O)c(O)c(O)c1,123.0455:[C7H6O2]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,IBKQQKPQRYUGBJ,126.22625454646519,123.0455_999.0;152.0451_102.9,IBKQQKPQRYUGBJ-UHFFFAOYSA-N,2,2
0.6308088531853042,"InChI=1S/C8H8O4/c1-4(9)5-2-7(11)8(12)3-6(5)10/h2-3,10-12H,1H3",1584.0;360.0,2,168.0422587,429117,C8H8O4,N,CC(=O)c1cc(O)c(O)cc1O,123.0455:[C7H6O2]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,WCJLAYDOJJYRHF,126.22625454646519,123.0455_999.0;152.0451_102.9,WCJLAYDOJJYRHF-UHFFFAOYSA-N,2,2
0.6308088531853042,"InChI=1S/C8H8O4/c1-4(9)5-2-3-6(10)8(12)7(5)11/h2-3,10-12H,1H3",1584.0;360.0,2,168.0422587,492617,C8H8O4,N,CC(=O)c1ccc(O)c(O)c1O,123.0455:[C7H6O2]+H+;152.0451:[C8H7O3]+H+,UHFFFAOYSA,XIROXSOOOAZHLL,126.22625454646519,123.0455_999.0;152.0451_102.9,XIROXSOOOAZHLL-UHFFFAOYSA-N,2,2
0.6194158542604331,"InChI=1S/C8H8O4/c1-6(10)11-5-8-3-2-7(4-9)12-8/h2-4H,5H2,1H3",1091.0;743.0,2,168.0422587,421905,C8H8O4,N,CC(=O)OCc1ccc(C=O)o1,123.0455:[C7H7O2]+;152.0451:[C8H8O3]+,UHFFFAOYSA,QAVITTVTXPZTSE,123.94649012166892,123.0455_999.0;152.0451_102.9,QAVITTVTXPZTSE-UHFFFAOYSA-N,2,2
0.6070061185874337,"InChI=1S/C8H8O4/c1-11-8(10)4-6-5-12-3-2-7(6)9/h2-3,5H,4H2,1H3",1180.0;720.0,2,168.0422587,427898,C8H8O4,N,COC(=O)Cc1coccc1=O,123.0455:[C7H5O2+H]+H+;152.0451:[C8H8O3]+,UHFFFAOYSA,LKJLJGMBGVAJEG,121.4632744121801,123.0455_999.0;152.0451_102.9,LKJLJGMBGVAJEG-UHFFFAOYSA-N,2,2
0.6004028046813031,"InChI=1S/C8H8O4/c1-11-7-3-6(10)8(12-2)4-5(7)9/h3-4H,1-2H3",1203.0;743.0,2,168.0422587,70693,C8H8O4,N,COC1=CC(=O)C(OC)=CC1=O,123.0455:[C7H5O2+H]+H+;152.0451:[C8H8O3]+,UHFFFAOYSA,RMMPZDDLWLALLJ,120.14193661269206,123.0455_999.0;152.0451_102.9,RMMPZDDLWLALLJ-UHFFFAOYSA-N,2,2
0.6004028046813031,"InChI=1S/C8H8O4/c1-11-6-3-5(9)4-7(12-2)8(6)10/h3-4H,1-2H3",1203.0;743.0,2,168.0422587,98693,C8H8O4,N,COC1=CC(=O)C=C(OC)C1=O,123.0455:[C7H5O2+H]+H+;152.0451:[C8H8O3]+,UHFFFAOYSA,OLBNOBQOQZRLMP,120.14193661269206,123.0455_999.0;152.0451_102.9,OLBNOBQOQZRLMP-UHFFFAOYSA-N,2,2
0.6004028046813031,"InChI=1S/C8H8O4/c1-11-7-5(9)3-4-6(10)8(7)12-2/h3-4H,1-2H3",1203.0;743.0,2,168.0422587,491295,C8H8O4,N,COC1=C(OC)C(=O)C=CC1=O,123.0455:[C7H5O2+H]+H+;152.0451:[C8H8O3]+,UHFFFAOYSA,NADHCXOXVRHBHC,120.14193661269206,123.0455_999.0;152.0451_102.9,NADHCXOXVRHBHC-UHFFFAOYSA-N,2,2
