Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-11-7-12(18)15-13(8-11)21-14(16(15)19)6-9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,434694,C16H12O5,N,COc1cc(O)c2c(c1)OC(=Cc1ccc(O)cc1)C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,LKURROMJSNPOEK,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,LKURROMJSNPOEK-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-14-8-13-11(7-12(14)18)16(19)15(21-13)6-9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,437905,C16H12O5,N,COc1cc2c(cc1O)C(=O)C(=Cc1ccc(O)cc1)O2,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,WWICXRRDDLZATO,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,WWICXRRDDLZATO-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-3-2-4-10(17)5-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,441649,C16H12O5,N,COc1cc(O)c2c(=O)cc(-c3cccc(O)c3)oc2c1,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,BQASOSNOLITMSO,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,BQASOSNOLITMSO-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-13-7-6-11-14(18)12(8-21-16(11)15(13)19)9-2-4-10(17)5-3-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,443603,C16H12O5,N,COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,UQSNZFOTDPKAEZ,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,UQSNZFOTDPKAEZ-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-15-6-10-14(7-13(15)18)21-8-11(16(10)19)9-4-2-3-5-12(9)17/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,464545,C16H12O5,N,COc1cc2c(=O)c(-c3ccccc3O)coc2cc1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,NZKZXXZIAHQNLV,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,NZKZXXZIAHQNLV-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-16-12(18)6-7-13-14(16)15(19)11(8-21-13)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,490075,C16H12O5,N,COc1c(O)ccc2occ(-c3ccc(O)cc3)c(=O)c12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,NNUVCMKMNCKPKN,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,NNUVCMKMNCKPKN-UHFFFAOYSA-N,6,12
0.9010152029776527,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",808.0;708.0;708.0;708.0;708.0;1156.0,2,284.0684735,490191,C16H12O5,N,COc1cc(O)cc2oc(-c3ccccc3O)cc(=O)c12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,UIVFQXAYYFLAGO,147.86919690549414,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,UIVFQXAYYFLAGO-UHFFFAOYSA-N,6,12
0.8990739927982034,"InChI=1S/C16H12O5/c1-19-12-4-2-3-5-13(12)21-15-9-20-14-8-10(17)6-7-11(14)16(15)18/h2-9,17H,1H3",708.0;360.0;1060.0;460.0;808.0;1156.0,2,284.0684735,554881,C16H12O5,N,COc1ccccc1Oc1coc2cc(O)ccc2c1=O,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,CZACKYMYCASXIR,147.55061716420752,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,CZACKYMYCASXIR-UHFFFAOYSA-N,6,12
0.897977663468622,"InChI=1S/C16H12O5/c1-20-11-4-5-12(14(18)8-11)13-6-9-2-3-10(17)7-15(9)21-16(13)19/h2-8,17-18H,1H3",972.0;348.0;1060.0;448.0;808.0;1168.0,2,284.0684735,435534,C16H12O5,N,COc1ccc(-c2cc3ccc(O)cc3oc2=O)c(O)c1,121.0289:[C7H5O2]+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,CSQQQDLQNMHAPD,147.37069418735496,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,CSQQQDLQNMHAPD-UHFFFAOYSA-N,6,12
0.897977663468622,"InChI=1S/C16H12O5/c1-20-14-6-5-9(8-13(14)18)11-7-10-3-2-4-12(17)15(10)21-16(11)19/h2-8,17-18H,1H3",972.0;348.0;1060.0;448.0;808.0;1168.0,2,284.0684735,451136,C16H12O5,N,COc1ccc(-c2cc3cccc(O)c3oc2=O)cc1O,121.0289:[C7H5O2]+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,ULFQCDBRMDAULT,147.37069418735496,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,ULFQCDBRMDAULT-UHFFFAOYSA-N,6,12
0.8953730796045616,"InChI=1S/C16H12O5/c1-8-11(18)6-14-15(16(8)20)12(19)7-13(21-14)9-2-4-10(17)5-3-9/h2-7,17-18,20H,1H3",808.0;708.0;708.0;708.0;708.0;1320.0,2,284.0684735,55326,C16H12O5,N,Cc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H10O3]+H+,UHFFFAOYSA,ZLGRXDWWYMFIGI,146.94324554611248,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,ZLGRXDWWYMFIGI-UHFFFAOYSA-N,6,12
0.8953730796045616,"InChI=1S/C16H12O5/c1-8-11(18)6-12(19)15-13(20)7-14(21-16(8)15)9-2-4-10(17)5-3-9/h2-7,17-19H,1H3",808.0;708.0;708.0;708.0;708.0;1320.0,2,284.0684735,548877,C16H12O5,N,Cc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H10O3]+H+,UHFFFAOYSA,YXIWGOWCOPLSJZ,146.94324554611248,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,YXIWGOWCOPLSJZ-UHFFFAOYSA-N,6,12
0.8902326205821336,"InChI=1S/C16H12O5/c1-20-14-6-9(2-5-12(14)18)7-15-16(19)11-4-3-10(17)8-13(11)21-15/h2-8,17-18H,1H3/b15-7-",708.0;348.0;1168.0;448.0;808.0;1156.0,2,284.0684735,517959,C16H12O5,N,COc1cc(/C=C2\Oc3cc(O)ccc3C2=O)ccc1O,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H5O3+H]+H+;163.0395:[C9H5O3+H]+H+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,CHHVJCJISA,HPSPCMSCDNHZJM,146.09962432322965,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,HPSPCMSCDNHZJM-CHHVJCJISA-N,6,12
0.885888347119304,"InChI=1S/C16H12O5/c1-8-11(18)7-12(19)14-15(20)13(21-16(8)14)6-9-2-4-10(17)5-3-9/h2-7,17-19H,1H3",808.0;708.0;708.0;708.0;708.0;1684.0,2,284.0684735,396655,C16H12O5,N,Cc1c(O)cc(O)c2c1OC(=Cc1ccc(O)cc1)C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,DQMZKCDSUWSEQQ,145.3866682865684,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,DQMZKCDSUWSEQQ-UHFFFAOYSA-N,6,12
0.885888347119304,"InChI=1S/C16H12O5/c1-8-12(18)6-13-14(15(8)19)16(20)10(7-21-13)9-4-2-3-5-11(9)17/h2-7,17-19H,1H3",808.0;708.0;708.0;708.0;708.0;1684.0,2,284.0684735,448856,C16H12O5,N,Cc1c(O)cc2occ(-c3ccccc3O)c(=O)c2c1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,VLMKCIGUEJKYJB,145.3866682865684,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,VLMKCIGUEJKYJB-UHFFFAOYSA-N,6,12
0.885888347119304,"InChI=1S/C16H12O5/c1-8-12(18)6-13-14(15(8)19)16(20)11(7-21-13)9-2-4-10(17)5-3-9/h2-7,17-19H,1H3",808.0;708.0;708.0;708.0;708.0;1684.0,2,284.0684735,476842,C16H12O5,N,Cc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,DPFIBLHIYGLZEN,145.3866682865684,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,DPFIBLHIYGLZEN-UHFFFAOYSA-N,6,12
0.885888347119304,"InChI=1S/C16H12O5/c1-8-12(18)6-13(19)14-15(20)11(7-21-16(8)14)9-2-4-10(17)5-3-9/h2-7,17-19H,1H3",808.0;708.0;708.0;708.0;708.0;1684.0,2,284.0684735,492452,C16H12O5,N,Cc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3)coc12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,UYKUNBGTZZHHMJ,145.3866682865684,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,UYKUNBGTZZHHMJ-UHFFFAOYSA-N,6,12
0.8748474433076012,"InChI=1S/C16H12O5/c17-11-3-1-2-8-6-9-4-5-10(7-12(18)19)15(20)14(9)16(21)13(8)11/h1-5,17,20H,6-7H2,(H,18,19)",696.0;1572.0;696.0;796.0;1056.0;448.0,2,284.0684735,92811,C16H12O5,N,O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2,121.0289:[C7H4O2]+H+;123.045:[C7H7O2]+;151.04:[C8H6O3]+H+;163.0395:[C9H8O3-H]+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,IXLRLZOYKJERRA,143.574701546882,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,IXLRLZOYKJERRA-UHFFFAOYSA-N,6,12
0.8705673028984705,"InChI=1S/C16H12O5/c17-15(18)10-3-11-1-6-13(7-2-11)21-14-8-4-12(5-9-14)16(19)20/h1-10H,(H,17,18)(H,19,20)",360.0;460.0;1324.0;360.0;1224.0;612.0,2,284.0684735,471190,C16H12O5,N,O=C(O)C=Cc1ccc(Oc2ccc(C(=O)O)cc2)cc1,121.0289:[C7H5O2]+;123.045:[C7H5O2+H]+H+;151.04:[C8H5O3+H]+H+;163.0395:[C9H7O3]+;175.0393:[C10H7O3]+;227.0724:[C14H10O3]+H+,UHFFFAOYSA,FUDSLNJVWJJVFT,142.87227064133313,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,FUDSLNJVWJJVFT-UHFFFAOYSA-N,6,12
0.8506812078779931,"InChI=1S/C16H12O5/c1-8-13(18)16-10(14(19)15(8)20-2)7-6-9-11(17)4-3-5-12(9)21-16/h3-7,17H,1-2H3",972.0;1072.0;708.0;972.0;808.0;1156.0,2,284.0684735,484615,C16H12O5,N,COc1c(C)c(=O)c2oc3cccc(O)c3ccc=2c1=O,121.0289:[C7H5O2]+;123.045:[C7H5O2+H]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H7O3]+;175.0393:[C10H8O3-H]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,FVUPAEPJEZLDAA,139.60868431055144,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,FVUPAEPJEZLDAA-UHFFFAOYSA-N,6,12
0.8454095697594998,"InChI=1S/C16H12O5/c1-20-10-7-11(17)13-12(8-10)21-16(15(19)14(13)18)9-5-3-2-4-6-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;1572.0;960.0,2,284.0684735,81541,C16H12O5,N,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H11O3]+,UHFFFAOYSA,PVJNLMXWZXXHSZ,138.74353476326093,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,PVJNLMXWZXXHSZ-UHFFFAOYSA-N,6,12
0.8454095697594998,"InChI=1S/C16H12O5/c1-8-10(17)7-11(18)12-13(19)14(20)16(21-15(8)12)9-5-3-2-4-6-9/h2-7,17-18,20H,1H3",808.0;708.0;708.0;708.0;1572.0;960.0,2,284.0684735,398689,C16H12O5,N,Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccccc3)oc12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H11O3]+,UHFFFAOYSA,SZEGGRGYVVQDCY,138.74353476326093,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,SZEGGRGYVVQDCY-UHFFFAOYSA-N,6,12
0.8454095697594998,"InChI=1S/C16H12O5/c1-20-11-7-10(17)8-12-13(11)14(18)15(19)16(21-12)9-5-3-2-4-6-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;1572.0;960.0,2,284.0684735,406573,C16H12O5,N,COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H11O3]+,UHFFFAOYSA,LDRJANCOJOKOPS,138.74353476326093,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,LDRJANCOJOKOPS-UHFFFAOYSA-N,6,12
0.8454095697594998,"InChI=1S/C16H12O5/c1-20-16-11(17)8-7-10-12(18)13(19)14(21-15(10)16)9-5-3-2-4-6-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;1572.0;960.0,2,284.0684735,410956,C16H12O5,N,COc1c(O)ccc2c(=O)c(O)c(-c3ccccc3)oc12,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H11O3]+,UHFFFAOYSA,GFZSBWIGTNTNKS,138.74353476326093,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,GFZSBWIGTNTNKS-UHFFFAOYSA-N,6,12
0.8454095697594998,"InChI=1S/C16H12O5/c1-20-13-7-10-12(8-11(13)17)21-16(15(19)14(10)18)9-5-3-2-4-6-9/h2-8,17,19H,1H3",808.0;708.0;708.0;708.0;1572.0;960.0,2,284.0684735,445592,C16H12O5,N,COc1cc2c(=O)c(O)c(-c3ccccc3)oc2cc1O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H11O3]+,UHFFFAOYSA,GLDIMQZMERRBTJ,138.74353476326093,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,GLDIMQZMERRBTJ-UHFFFAOYSA-N,6,12
0.8438101165450499,"InChI=1S/C16H12O5/c1-20-15-4-2-9(6-13(15)19)14-5-3-11-12(18)7-10(17)8-16(11)21-14/h2-8H,1H3,(H2-,17,18,19)",448.0;348.0;1355.0;348.0;1224.0;1584.0,2,284.0684735,351604,C16H12O5,N,COc1ccc(-c2ccc3c(O)cc(O)cc3[o+]2)cc1[O-],121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H6O3]+H+;227.0724:[C14H10O3]+H+,UHFFFAOYSA,TUSJBIDNNMONAD,138.4810421199326,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,TUSJBIDNNMONAD-UHFFFAOYSA-N,6,12
0.8421790997517974,"InChI=1S/C16H12O5/c1-7-2-9-13(11(18)3-7)16(21)14-10(15(9)20)4-8(6-17)5-12(14)19/h2-5,17-19H,6H2,1H3",796.0;696.0;696.0;696.0;1572.0;1144.0,2,284.0684735,457321,C16H12O5,N,Cc1cc(O)c2c(c1)C(=O)c1cc(CO)cc(O)c1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,BBRAOTYOIAGHRI,138.2133694518571,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,BBRAOTYOIAGHRI-UHFFFAOYSA-N,6,12
0.8421790997517974,"InChI=1S/C16H12O5/c1-21-11-4-2-3-9-12(11)16(20)13-10(15(9)19)6-5-8(7-17)14(13)18/h2-6,17-18H,7H2,1H3",796.0;696.0;696.0;696.0;1572.0;1144.0,2,284.0684735,480781,C16H12O5,N,COc1cccc2c1C(=O)c1c(ccc(CO)c1O)C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,GIDRLUSLPCHOKR,138.2133694518571,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,GIDRLUSLPCHOKR-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-3-4-8-13(14(7)18)16(20)9-5-11(17)12(21-2)6-10(9)15(8)19/h3-6,17-18H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,3243,C16H12O5,N,COc1cc2c(cc1O)C(=O)c1c(ccc(C)c1O)C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,BVNMMZKNCPOEFW,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,BVNMMZKNCPOEFW-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-3-9-13(11(18)4-7)16(20)14-10(15(9)19)5-8(17)6-12(14)21-2/h3-6,17-18H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,4579,C16H12O5,N,COc1cc(O)cc2c1C(=O)c1c(O)cc(C)cc1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,UUNPIWCQMVNINR,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,UUNPIWCQMVNINR-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-3-9-13(11(17)4-7)16(20)14-10(15(9)19)5-8(21-2)6-12(14)18/h3-6,17-18H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,7608,C16H12O5,N,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,FFWOKTFYGVYKIR,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,FFWOKTFYGVYKIR-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-12(17)6-11-13(14(7)18)16(20)9-4-3-8(21-2)5-10(9)15(11)19/h3-6,17-18H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,26439,C16H12O5,N,COc1ccc2c(c1)C(=O)c1cc(O)c(C)c(O)c1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,MSRATKAMEVGQNE,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,MSRATKAMEVGQNE-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-3-9-10(6-12(7)18)16(20)14-11(15(9)19)4-8(17)5-13(14)21-2/h3-6,17-18H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,106508,C16H12O5,N,COc1cc(O)cc2c1C(=O)c1cc(O)c(C)cc1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,LKVVBLXHWZXDHZ,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,LKVVBLXHWZXDHZ-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-3-4-8-11(13(7)17)14(18)9-5-6-10(21-2)16(20)12(9)15(8)19/h3-6,17,20H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,106882,C16H12O5,N,COc1ccc2c(c1O)C(=O)c1ccc(C)c(O)c1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,JJTIQZJKQCQNJK,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,JJTIQZJKQCQNJK-UHFFFAOYSA-N,6,12
0.8417202132936197,"InChI=1S/C16H12O5/c1-7-3-9-10(6-12(7)17)16(20)14-11(15(9)19)4-8(21-2)5-13(14)18/h3-6,17-18H,1-2H3",796.0;696.0;696.0;696.0;1572.0;1156.0,2,284.0684735,309141,C16H12O5,N,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O,121.0289:[C7H6O2-H]+;123.045:[C7H6O2]+H+;151.04:[C8H6O3]+H+;163.0395:[C9H6O3]+H+;175.0393:[C10H7O3]+;227.0724:[C14H9O3+H]+H+,UHFFFAOYSA,FKTPLNFTYJEAAB,138.13805976583038,121.0289_40.0;123.045_408.6;151.04_999.0;163.0395_50.9;175.0393_248.8;227.0724_43.0,FKTPLNFTYJEAAB-UHFFFAOYSA-N,6,12
