File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_170.msp	challenge_170	challenge170	0	36	839.29682	[M+H]+	C39H50O20	838.289544	5E-07	3.547	HMDB,KNApSAcK,FooDB,LipidMAPS,UNPD,COCONUT	C15H53F3N18O9S3Si2	838.289565996	2.24E-05	2.987		C16H51FN18O13SSi3	838.289552502	9E-06	2.987		C16H62N10O18S4Si	838.289565674	2.21E-05	2.987		C17H63ClN12O12S2Si4	838.289541256	-2.3E-06	2.987		C18H59FN14O10S5Si	838.289543838	3E-07	2.987		C19H54FN16O10P3SSi	838.289567568	2.4E-05	2.987		C19H62F4N8O11S4Si2	838.289554744	1.12E-05	2.987		C19H71ClN8O9S6Si2	838.289532592	-1.1E-05	2.987		C20H60F2N8O15S2Si3	838.28954125	-2.3E-06	2.987		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_174.msp	challenge_174	challenge174	0	45	717.145010816	[M+H]+	C36H28O16	716.137734816	5E-07	3.668	HMDB,KNApSAcK,FooDB,BMDB,UNPD,BLEXP,COCONUT	C26H32ClF3N4O12S	716.137805804	7.14E-05	3.139		C17H46ClF3N2O12P2S2Si	716.137729042	-5.3E-06	3.138		C18H52BrClFN2O10PS3	716.137763494	2.91E-05	3.138		C22H41ClFN4O11P3S	716.137794922	6.06E-05	3.138		C32H33ClN4O9S2	716.137748316	1.4E-05	3.138		C24H44BrF2N2O9PS2	716.137728158	-6.2E-06	3.138		C21H46ClFN2O11S5	716.137771192	3.68E-05	3.137		C22H35F3N2O17SSi	716.13777985	4.55E-05	3.137		C25H32F3N4O13PS	716.137629374	-0.000105	3.137		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_175.msp	challenge_175	challenge175	0	30	407.097272776	[M+H]+	C19H18O10	406.089996776	5E-07	3.847	HMDB,KNApSAcK,ChEBI,LipidMAPS,UNPD,NPA,COCONUT,MINE	C19H23BrN2O3	406.089204696	-0.0007916	3.317	COCONUT	C20H22O5S2	406.090865804	0.0008695	3.178	COCONUT	C9H22ClF3N4O6S	406.090067764	7.14E-05	3.087		C8H22F3N4O7PS	406.089891334	-0.000105	3.085		C8H20F2N6O7Si2	406.09000648	1.02E-05	3.079		C10H28F2N2O4S4	406.089997816	1.5E-06	3.079		C15H23ClN4O3S2	406.090010276	1.4E-05	3.073		C13H26BrF3N2O2Si	406.089901362	-9.5E-05	3.072		C12H26N2O7S3	406.090214172	0.0002178	3.067		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_176.msp	challenge_176	challenge176	0	107	523.269029556	[M+H]+	C31H38O7	522.261753556	5E-07	3.598	HMDB,KNApSAcK,ChEBI,LipidMAPS,UNPD,NPA,COCONUT	C14H48FN6O5PS2Si	522.261852016	9.89E-05	3.078		C15H54N4O3S4Si2	522.261728648	-2.45E-05	3.076		C16H42N8O7S2	522.261787684	3.46E-05	3.074		C20H50N2O4Si5	522.26169073	-6.24E-05	3.074		C23H46N2O5S2Si	522.261741102	-1.2E-05	3.074		C20H40F2N6O4Si2	522.26176326	1.02E-05	3.065		C20H42F3N4O4PS	522.261648114	-0.000105	3.065		C13H36F2N12O6Si	522.261809842	5.67E-05	3.064		C22H40FN4O7P	522.26186447	0.0001114	3.064		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_178.msp	challenge_178	challenge178	0	22	479.154787652	[M+H]+	C23H26O11	478.147511652	5E-07	3.891	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C25H23FN4O3S	478.147489816	-2.14E-05	3.468	COCONUT	C16H26N6O9S	478.148197412	0.0006862	3.327	COCONUT	C24H30O6S2	478.14838068	0.0008695	3.114	COCONUT	C13H30ClF3N4O7S	478.14758264	7.14E-05	3.056		C13H38N2O7SSi4	478.147678676	0.0001675	3.045		C12H38N2O8Si5	478.147448826	-6.24E-05	3.039		C19H31ClN4O4S2	478.147525152	1.4E-05	3.035		C11H27ClN10O7S	478.147341884	-0.0001693	3.033		C18H31ClN4O5SSi	478.147295302	-0.0002159	3.024		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_179.msp	challenge_179	challenge179	0	53	565.155181576	[M+H]+	C26H28O14	564.147905576	5E-07	3.925	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C24H32N6O2S4	564.146958264	-0.0009469	3.234	UNPD,NPA,COCONUT	C18H36N2O12S2Si	564.147893122	-1.2E-05	3.094		C16H32ClF3N4O10S	564.147976564	7.14E-05	3.093		C17H38F2N2O8S4	564.147906616	1.5E-06	3.092		C15H32F3N4O11PS	564.147800134	-0.000105	3.091		C12H41ClFN4O9P3S	564.147965682	6.06E-05	3.088		C15H30F2N6O11Si2	564.14791528	1.02E-05	3.088		C22H33ClN4O7S2	564.147919076	1.4E-05	3.088		C11H32N8O14S2	564.147939704	3.46E-05	3.087		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_180.msp	challenge_180	challenge180	0	58	519.331629812	[M+H]+	C30H46O7	518.324353812	5E-07	3.821	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C19H48F2N6O4Si2	518.324363516	1.02E-05	2.967		C22H54N2O5S2Si	518.324341358	-1.2E-05	2.952		C26H42F4N4O2	518.324389464	3.61E-05	2.95		C20H56F2N2O2S3Si	518.324125002	-0.0002284	2.946		C15H41F2N14O2P	518.324259622	-9.37E-05	2.944		C20H48F2N6O3SSi	518.324593366	0.00024	2.942		C21H48FN4O7P	518.324464726	0.0001114	2.941		C18H47ClN10O3S	518.324184044	-0.0001693	2.936		C23H54N2O4S3	518.324571208	0.0002178	2.929		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_181.msp	challenge_181	challenge181	0	16	595.16574626	[M+H]+	C27H30O15	594.15847026	5E-07	4.055	HMDB,KNApSAcK,ChEBI,YMDB,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C28H34O10S2	594.159339288	0.0008695	3.254	COCONUT	C12H41N6O11P3Si2	594.158469082	-7E-07	3.188		C16H32F2N6O12Si2	594.158479964	1.02E-05	3.188		C19H38N2O13S2Si	594.158457806	-1.2E-05	3.188		C12H34N8O15S2	594.158504388	3.46E-05	3.187		C14H40F4N2O10P2SSi	594.15842915	-4.07E-05	3.187		C23H26F4N4O10	594.158505912	3.61E-05	3.187		C13H43ClFN4O10P3S	594.158530366	6.06E-05	3.186		C15H37Cl2N6O12P	594.158412614	-5.72E-05	3.186		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_182.msp	challenge_182	challenge182	0	41	607.280262936	[M+H]+	C37H38N2O6	606.272986936	5E-07	3.778	KNApSAcK,ChEBI,UNPD,BLEXP,COCONUT,MINE	C21H48N6O8P2S	606.272956756	-2.97E-05	2.977		C19H54FN4O6P3SSi	606.273021088	3.46E-05	2.976		C23H45F3N4O7SSi	606.27303197	4.55E-05	2.974		C12H44FN14O7PSSi	606.272902128	-8.44E-05	2.971		C13H44ClFN14O6SSi	606.273078558	9.21E-05	2.971		C18H59FN2O6S5Si	606.272997358	1.09E-05	2.97		C14H44ClN12O10P	606.272949918	-3.66E-05	2.969		C17H53F2N4O8PS3	606.273120726	0.0001342	2.968		C14H43F5N10O6S2	606.272862196	-0.0001243	2.967		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_184.msp	challenge_184	challenge184	0	51	793.436882728	[M+H]+	C42H64O14	792.429606728	5E-07	3.882	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,UNPD,BLEXP,COCONUT,MINE	C22H68ClFN16O4P2Si2	792.429576876	-2.94E-05	3.053		C25H65F3N12O7P2Si	792.42957687	-2.94E-05	3.053		C25H56N22O4S2	792.429630272	2.4E-05	3.053		C26H71BrFN12O5PS	792.429611322	5E-06	3.053		C27H75N6O10P3Si2	792.42960555	-7E-07	3.053		C27H81N6O4PS3Si4	792.429610822	4.5E-06	3.053		C27H71ClF2N10O4S2Si2	792.429629932	2.37E-05	3.053		C28H69ClN10O8Si3	792.429616438	1.02E-05	3.053		C29H65FN12O6S3	792.42961902	1.27E-05	3.053		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_185.msp	challenge_185	challenge185	0	36	629.310894368	[M+H]+	C38H44O8	628.303618368	5E-07	3.744	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,COCONUT,MINE	C15H56N10O6S4Si	628.303640042	2.21E-05	2.897		C30H52N2O6S2Si	628.303605914	-1.2E-05	2.897		C21H54ClFN6O6SSi2	628.303663408	4.55E-05	2.896		C24H51F3N2O9SSi	628.303663402	4.55E-05	2.896		C20H52N8O7Si4	628.303602124	-1.58E-05	2.894		C22H60N4O4S4Si2	628.30359346	-2.45E-05	2.894		C16H51N12O6P3Si	628.303663772	4.59E-05	2.893		C20H42F2N12O7Si	628.303674654	5.67E-05	2.892		C21H54FN6O6PS2Si	628.303716828	9.89E-05	2.892		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_188.msp	challenge_188	challenge188	0	186	587.248688036	[M+H]+	C31H38O11	586.241412036	5E-07	3.874	HMDB,KNApSAcK,ChEBI,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C24H47N4O3PSSi3	586.241428584	1.7E-05	3.071		C27H43ClN4O4S2	586.241425536	1.4E-05	3.067		C24H49BrClN4O3P	586.241417838	6.3E-06	3.066		C17H43N10O5PSSi2	586.241475166	6.36E-05	3.065		C23H47IN4O3S	586.241360364	-5.12E-05	3.064		C16H42N8O11S2	586.241446164	3.46E-05	3.062		C15H54N4O7S4Si2	586.241387128	-2.45E-05	3.061		C19H42F4N6O4S2Si	586.241435234	2.37E-05	3.061		C22H48F2N2O5S4	586.241413076	1.5E-06	3.061		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_190.msp	challenge_190	challenge190	0	55	473.362536016	[M+H]+	C30H48O4	472.355260016	5E-07	3.851	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C21H50FN4O4P	472.35537093	0.0001114	2.913		C22H56N2O2S2Si	472.355247562	-1.2E-05	2.899		C20H46F2N6O4	472.354860392	-0.0003992	2.84		C22H48N6O3Si	472.355715926	0.0004564	2.823		C28H50F2OS	472.35504366	-0.0002159	2.791		C23H56N2OS3	472.355477412	0.0002178	2.787		C20H50F2N6SSi	472.35549957	0.00024	2.786		C15H44N12O5	472.355762508	0.0005029	2.782		C27H50F2O2Si	472.35481381	-0.0004458	2.765		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_192.msp	challenge_192	challenge192	0	20	579.17083164	[M+H]+	C27H30O14	578.16355564	5E-07	4.319	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C25H34N6O2S4	578.162608328	-0.0009469	3.33	UNPD,COCONUT	C12H41N6O10P3Si2	578.163554462	-7E-07	3.286		C16H32F2N6O11Si2	578.163565344	1.02E-05	3.286		C17H44ClFO10SSi3	578.163554098	-1.1E-06	3.286		C19H38N2O12S2Si	578.163543186	-1.2E-05	3.286		C12H34N8O14S2	578.163589768	3.46E-05	3.285		C14H40F4N2O9P2SSi	578.16351453	-4.07E-05	3.285		C17H44FO10PS2Si2	578.163607518	5.23E-05	3.285		C22H41ClO9P2S	578.163504832	-5.04E-05	3.285		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_193.msp	challenge_193	challenge193	0	22	287.091399548	[M+H]+	C16H14O5	286.084123548	5E-07	3.994	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,NANPDB,LipidMAPS,Urine,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H16FN4O5P	286.084234462	0.0001114	3.074		C5H16F2N6O2Si2	286.084133252	1.02E-05	3.052		C8H16ClFN4O4	286.084410892	0.0002878	3.052		C5H18F3N4O2PS	286.084018106	-0.000105	3.047		C6H18ClF3N4OS	286.084194536	7.14E-05	3.036		C8H18N2O7S	286.083471916	-0.0006512	3.03	MINE	C6H16F2N6OSSi	286.084363102	0.00024	3.011		C8H22N2O3S2Si	286.084111094	-1.2E-05	3.008		C7H22N2O4SSi2	286.083881244	-0.0002419	2.979		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_194.msp	challenge_194	challenge194	0	46	371.148914424	[M+H]+	C21H22O6	370.141638424	5E-07	3.747	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C16H23ClN4O4	370.140782896	-0.0008551	3.387	COCONUT,MINE	C12H24FN4O6P	370.141749338	0.0001114	2.97		C13H30N2O4S2Si	370.14162597	-1.2E-05	2.968		C10H24F2N6O3Si2	370.141648128	1.02E-05	2.953		C10H26F3N4O3PS	370.141532982	-0.000105	2.951		C11H26ClF3N4O2S	370.141709412	7.14E-05	2.94		C13H24ClFN4O5	370.141925768	0.0002878	2.93		C11H34N2O2SSi4	370.141805448	0.0001675	2.924		C17H18F4N4O	370.141674076	3.61E-05	2.919		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_195.msp	challenge_195	challenge195	0	91	683.400103296	[M+H]+	C36H58O12	682.392827296	5E-07	3.821	KNApSAcK,LipidMAPS,UNPD,BLEXP,COCONUT,MINE	C27H68F2N2O6S4	682.392828336	1.5E-06	3.044		C28H66N2O10S2Si	682.392814842	-1.2E-05	3.044		C22H63N10O6PSSi2	682.392890426	6.36E-05	3.042		C24H62F4N6O5S2Si	682.392850494	2.37E-05	3.041		C23H59FN12O4S3	682.392839588	1.27E-05	3.039		C24H71ClN6O3S4Si	682.392828342	1.5E-06	3.039		C29H67N4O4PSSi3	682.392843844	1.7E-05	3.039		C30H69Cl2FN2O3SSi2	682.392851708	2.49E-05	3.039		C30H63FN6O2S3Si	682.392793006	-3.38E-05	3.038		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_196.msp	challenge_196	challenge196	0	38	639.446659564	[M+H]+	C36H62O9	638.439383564	5E-07	3.837	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,BLEXP,COCONUT,MINE	C28H70N2O7S2Si	638.43937111	-1.2E-05	3.003		C32H58F4N4O4	638.439419216	3.61E-05	2.996		C27H72F2N2O3S4	638.439384604	1.5E-06	2.995		C21H57F2N14O4P	638.439289374	-9.37E-05	2.993		C22H67N10O3PSSi2	638.439446694	6.36E-05	2.993		C22H57ClF2N14O3	638.439465804	8.27E-05	2.992		C24H63ClN10O5S	638.439213796	-0.0001693	2.986		C32H67ClN4O2S2	638.439397064	1.4E-05	2.983		C31H67N4O3PS2	638.439220634	-0.0001625	2.982		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_197.msp	challenge_197	challenge197	0	20	447.092187396	[M+H]+	C21H18O11	446.084911396	5E-07	4.7	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C15H13F11N2O	446.085223456	0.0003125	3.809	COCONUT	C10H20F2N6O8Si2	446.0849211	1.02E-05	3.667		C11H32ClFO7SSi3	446.084909854	-1.1E-06	3.667		C13H26N2O9S2Si	446.084898942	-1.2E-05	3.667		C8H28F4N2O6P2SSi	446.084870286	-4.07E-05	3.666		C11H32FO7PS2Si2	446.084963274	5.23E-05	3.666		C16H29ClO6P2S	446.084860588	-5.04E-05	3.666		C17H14F4N4O6	446.084947048	3.61E-05	3.666		C17H24F2O6Si3	446.084874518	-3.64E-05	3.666		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_198.msp	challenge_198	challenge198	0	22	301.070664104	[M+H]+	C16H12O6	300.063388104	5E-07	3.762	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C9H12N6O4S	300.064073864	0.0006862	3.239	FooDB,COCONUT	C8H20N2O4S2Si	300.06337565	-1.2E-05	2.881		C5H14F2N6O3Si2	300.063397808	1.02E-05	2.84		C8H14ClFN4O5	300.063675448	0.0002878	2.84		C5H16F3N4O3PS	300.063282662	-0.000105	2.835		C7H14FN4O6P	300.063499018	0.0001114	2.834		C12H8F4N4O	300.063423756	3.61E-05	2.819		C6H16ClF3N4O2S	300.063459092	7.14E-05	2.817		C7H20N2O5SSi2	300.0631458	-0.0002419	2.811		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_2.msp	challenge_2	challenge2	0	30	329.13834974	[M+H]+	C19H20O5	328.13107374	5E-07	3.529	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C12H20N6O3S	328.1317595	0.0006862	2.98	BLEXP	C9H24ClF3N4OS	328.131144728	7.14E-05	2.676		C11H22ClFN4O4	328.131361084	0.0002878	2.667		C11H28N2O3S2Si	328.131061286	-1.2E-05	2.666		C10H22FN4O5P	328.131184654	0.0001114	2.66		C7H21ClN10OS	328.130903972	-0.0001693	2.649		C8H22F2N6O2Si2	328.131083444	1.02E-05	2.641		C10H28N2O4SSi2	328.130831436	-0.0002419	2.637		C8H24F3N4O2PS	328.130968298	-0.000105	2.636		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_201.msp	challenge_201	challenge201	0	44	175.107718308	[M+H]+	C7H14N2O3	174.100442308	5E-07	3.731	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,FooDB,NANPDB,BMDB,Urine,Saliva,Feces,ECMDB,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C5H16F2N2S	174.100225952	-0.0002159	2.479		C6H18N2Si2	174.100851636	0.0004098	2.391																																					
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_204.msp	challenge_204	challenge204	0	53	307.081228788	[M+H]+	C15H14O7	306.073952788	5E-07	3.291	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,FooDB,NANPDB,LipidMAPS,Urine,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C4H16F2N6O4Si2	306.073962492	1.02E-05	2.335		C7H22N2O5S2Si	306.073940334	-1.2E-05	2.335		C6H16FN4O7P	306.074063702	0.0001114	2.329		C6H24F2N2OS4	306.073953828	1.5E-06	2.311		C5H16F2N6O3SSi	306.074192342	0.00024	2.307		C6H22N2O6SSi2	306.073710484	-0.0002419	2.306		C10H19ClN4OSSi	306.073736438	-0.0002159	2.288		C11H10F4N4O2	306.07398844	3.61E-05	2.272		C11H20F2O2Si3	306.07391591	-3.64E-05	2.272		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_21.msp	challenge_21	challenge21	0	24	279.170318564	[M+H]+	C15H22N2O3	278.163042564	5E-07	4.089	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,STOFF,Urine,Feces,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C7H22N8O2Si	278.163498474	0.0004564	2.924		C12H24F2N2OSi	278.162596358	-0.0004458	2.873		C8H22N8OS	278.163728324	0.0006862	2.79		C10H25F3N2OS	278.16396908	0.000927	2.682		C8H30N4S3	278.16325996	0.0002178	2.62		C13H24F2N2S	278.162826208	-0.0002159	2.62		C14H26N2Si2	278.163451892	0.0004098	2.562		C10H23ClN6O	278.162187036	-0.0008551	2.551		C14H28ClFSi	278.163283326	0.0002412	2.233		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_210.msp	challenge_210	challenge210	0	61	198.002775892	[M+H]+	C4H5F2NO4Si	196.99559061	9.12E-05	2.548		C5H5F2NO3S	196.99582046	0.000321	2.534		C3H7F4NS2	196.995604104	0.0001047	2.377		C6H7NO3Si2	196.996446144	0.0009467	2.279		C4H9F2NSSi2	196.996229788	0.0007303	2.199		C4H9BrFN3	196.996387608	0.0008882	2.18		C7H3NO6	196.996036816	0.0005374	2.172		C6H8FNSi3	196.994857066	-0.0006424	2.151		C8H4FNO2S	196.994677588	-0.0008219	2.148							
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_211.msp	challenge_211	challenge211	0	70	199.0713328	[M+H]+	C8H10N2O4	198.0640568	5E-07	3.387	HMDB,KNApSAcK,ChEBI,DrugBank,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H14N2OSi2	198.064466128	0.0004098	2.404		C7H16ClFOSi	198.064297562	0.0002412	2.39		C6H16FO2PSi	198.064121132	6.48E-05	2.387		C5H12F2N2O2Si	198.063610594	-0.0004458	2.321		C6H12F2N2OS	198.063840444	-0.0002159	2.32		C8H16ClFS	198.064527412	0.0004711	2.191		C8H14N2SSi	198.064695978	0.0006396	2.169		C3H11ClN6O2	198.063201272	-0.0008551	1.996		C10H15ClSi	198.06315469	-0.0009017	1.893		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_212.msp	challenge_212	challenge212	0	34	243.101570308	[M+H]+	C15H14O3	242.094294308	5E-07	4.208	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H16FN4O3P	242.094405222	0.0001114	3.079		C7H16ClFN4O2	242.094581652	0.0002878	3.066		C6H22N2O2SSi2	242.094052004	-0.0002419	3.063		C7H14N6O2Si	242.094750218	0.0004564	3.008		C5H12F2N6O3	242.093894684	-0.0003992	2.992		C7H22N2OS2Si	242.094281854	-1.2E-05	2.978		C6H24FO2PS2	242.093936858	-0.000357	2.977		C7H18N2O5S	242.093642676	-0.0006512	2.924		C9H17F3O2Si	242.094990974	0.0006971	2.861		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_215.msp	challenge_215	challenge215	0	55	611.311563064	[M+H]+	C37H42N2O6	610.304287064	5E-07	3.752	HMDB,KNApSAcK,FooDB,UNPD,BLEXP,COCONUT,MINE	C21H52N6O8P2S	610.304256884	-2.97E-05	2.913		C19H58FN4O6P3SSi	610.304321216	3.46E-05	2.912		C22H46N10O6S2	610.304321192	3.46E-05	2.912		C23H49F3N4O7SSi	610.304332098	4.55E-05	2.912		C16H45F3N10O9S	610.30437868	9.21E-05	2.91		C19H50N10O5Si4	610.30427082	-1.58E-05	2.91		C19H52BrN10O5P	610.304313494	2.69E-05	2.91		C29H50N4O4S2Si	610.30427461	-1.2E-05	2.91		C20H45F6N6O6P	610.30423911	-4.75E-05	2.909		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_222.msp	challenge_222	challenge222	0	22	209.096091004	[M+H]+	C15H12O	208.088815004	5E-07	3.625	HMDB,ChEBI,FooDB,STOFF,PubChem,UNPD,BLEXP,COCONUT,MINE	C7H16N2O3S	208.088163372	-0.0006512	3.045	MINE	C6H20N2SSi2	208.0885727	-0.0002419	2.781		C5H10F2N6O	208.08841538	-0.0003992	2.777		C6H16N2O4Si	208.087933522	-0.000881	2.684		C7H14ClFN4	208.089102348	0.0002878	2.596		C5H18F2N2S2	208.087947016	-0.0008675	2.543		C7H12N6Si	208.089270914	0.0004564	2.414		C9H15F3Si	208.08951167	0.0006971	2.282							
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_223.msp	challenge_223	challenge223	0	120	447.092187396	[M+H]+	C21H18O11	446.084911396	5E-07	4.292	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C15H13F11N2O	446.085223456	0.0003125	3.539	COCONUT	C21H23BrN2O4	446.084119316	-0.0007916	3.5	COCONUT	C13H26N2O9S2Si	446.084898942	-1.2E-05	3.273		C11H22ClF3N4O7S	446.084982384	7.14E-05	3.27		C10H22F3N4O8PS	446.084805954	-0.000105	3.268		C10H20F2N6O8Si2	446.0849211	1.02E-05	3.266		C12H28F2N2O5S4	446.084912436	1.5E-06	3.266		C17H14F4N4O6	446.084947048	3.61E-05	3.265		C10H30N2O8Si5	446.08484857	-6.24E-05	3.264		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_224.msp	challenge_224	challenge224	0	33	162.058325592	[M+H]+	C6H11NO2S	161.051049592	5E-07	4.046	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C5H11NO3Si	161.050819742	-0.0002294	3.599	STOFF	C4H5F2N5	161.0513016	0.0002525	2.566																																					
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_227.msp	challenge_227	challenge227	0	29	277.085920244	[M+H]+	C10H16N2O5S	276.077992612	-0.0006512	3.709	HMDB,ChEBI,FooDB,BMDB,Urine,Serum,PubChem,UNPD,BLEXP,COCONUT,MINE	C18H12O3	276.078644244	5E-07	3.582	KNApSAcK,UNPD,BLEXP,COCONUT,MINE	C12H18Cl2N2O	276.079618556	0.0009748	3.16	HMDB,ChEBI,DrugBank,FooDB,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C9H14FN4O3P	276.078755158	0.0001114	2.994		C10H14ClFN4O2	276.078931588	0.0002878	2.933		C8H10F2N6O3	276.07824462	-0.0003992	2.91		C9H20N2O2SSi2	276.07840194	-0.0002419	2.896		C10H12N6O2Si	276.079100154	0.0004564	2.875		C7H17FN2O6S	276.079135484	0.0004917	2.824		C8H20N2O3Si3	276.07817209	-0.0004717	2.82		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_229.msp	challenge_229	challenge229	0	47	433.222079364	[M+H]+	C24H32O7	432.214803364	5E-07	3.408	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,BLEXP,NPA,COCONUT,MINE	C16H40N2O5S2Si	432.21479091	-1.2E-05	3.045		C13H36F3N4O4PS	432.214697922	-0.000105	3.043		C15H34FN4O7P	432.214914278	0.0001114	3.042		C13H34F2N6O4Si2	432.214813068	1.02E-05	3.041		C9H36N8O7S2	432.214837492	3.46E-05	3.022		C14H44N2O3SSi4	432.214970388	0.0001675	3.022		C15H40N2O6SSi2	432.21456106	-0.0002419	3.019		C20H28F4N4O2	432.214839016	3.61E-05	3.016		C9H27F2N14O2P	432.214709174	-9.37E-05	3.013		
