File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_196.msp	challenge_196	challenge196	0	85	373.092891536	[M-H]-	C19H18O8	374.100167536	-5E-07	4.096	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H18N6O6S	374.100853296	0.0006853	3.399	DrugBank	C11H26N2O6S2Si	374.100155082	-1.29E-05	3.098		C10H20FN4O8P	374.10027845	0.0001105	3.092		C19H23BrN2O	374.099375456	-0.0007925	3.085	COCONUT	C8H22F3N4O5PS	374.100062094	-0.0001059	3.078		C9H22ClF3N4O4S	374.100238524	7.05E-05	3.076		C10H26N2O7SSi2	374.099925232	-0.0002428	3.074		C8H20F2N6O5Si2	374.10017724	9.3E-06	3.073		C12H26N2O5S3	374.100384932	0.0002169	3.066		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_197.msp	challenge_197	challenge197	0	29	229.144533184	[M-H]-	C12H22O4	230.151809184	-5E-07	4.061	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,BMDB,LipidMAPS,Urine,Feces,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C10H24F2OS	230.151592828	-0.0002168	2.854		C11H26OSi2	230.152218512	0.0004089	2.755		C12H26SSi	230.152448362	0.0006387	1.911																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_198.msp	challenge_198	challenge198	0	44	373.165662552	[M-H]-	C21H26O6	374.172938552	-5E-07	3.794	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,NPA,COCONUT,MINE	C10H28F2N6O3Si2	374.172948256	9.3E-06	2.997		C13H34N2O4S2Si	374.172926098	-1.29E-05	2.997		C10H30F3N4O3PS	374.17283311	-0.0001059	2.991		C12H28FN4O6P	374.173049466	0.0001105	2.991		C14H34N2O3S3	374.173155948	0.0002169	2.974		C12H34N2O5SSi2	374.172696248	-0.0002428	2.968		C9H27ClN10O2S	374.172768784	-0.0001702	2.965		C13H28ClFN4O5	374.173225896	0.0002869	2.957		C11H28F2N6O2SSi	374.173178106	0.0002391	2.951		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_199.msp	challenge_199	challenge199	0	47	483.203779376	[M-H]-	C28H28N4O4	484.211055376	-5E-07	4.034	KNApSAcK,ChEBI,UNPD,BLEXP,NPA,COCONUT,MINE	C12H38N8O6P2S	484.211025196	-3.06E-05	3.203		C17H41FN2O6S3	484.211078252	2.24E-05	3.203		C13H38ClN8O5PS	484.211201626	0.0001458	3.199		C15H35F2N4O9P	484.21097177	-8.41E-05	3.199		C14H35F3N6O5SSi	484.21110041	4.46E-05	3.195		C12H38ClN8O6PSi	484.210971776	-8.41E-05	3.192		C16H35ClF2N4O8	484.2111482	9.24E-05	3.192		C16H41FN2O7S2Si	484.210848402	-0.0002074	3.182		C12H32N12O5SSi	484.210859654	-0.0001962	3.177		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_2.msp	challenge_2	challenge2	0	60	719.254561264	[M+H]+	C35H42O16	718.247285264	5E-07	3.931	KNApSAcK,LipidMAPS,UNPD,COCONUT,MINE	C21H55ClFN4O11P3S	718.24734537	6.06E-05	3.135		C19H52N4O18P2S	718.247255084	-2.97E-05	3.133		C22H52F4N2O11P2SSi	718.247244154	-4.07E-05	3.132		C21H49ClFN8O10PSSi	718.247179828	-0.000105	3.132		C21H47N10O10PSSi2	718.247348394	6.36E-05	3.131		C23H58BrF2N2O9PS2	718.247278606	-6.2E-06	3.129		C18H52FN6O14PS2Si	718.247383724	9.89E-05	3.128		C20H60ClFN2O11S5	718.24732164	3.68E-05	3.128		C23H52ClF4N2O10PSSi	718.247420584	0.0001358	3.128		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_20.msp	challenge_20	challenge20	0	58	347.127785056	[M+H]+	C22H18O4	346.120509056	5E-07	3.925	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT	C14H22N2O6S	346.119857424	-0.0006512	3.604	COCONUT	C17H19ClN4O2	346.119653528	-0.0008551	3.399	ChEBI	C16H24Cl2N2O2	346.121483368	0.0009748	3.327	ChEBI	C13H20FN4O4P	346.12061997	0.0001114	3.25		C10H23FN2O8Si	346.120770446	0.0002618	3.237		C9H25F3N2O4S2	346.12078394	0.0002753	3.204		C14H19F5O4	346.120350188	-0.0001584	3.199		C13H26N2O3SSi2	346.120266752	-0.0002419	3.197		C14H20ClFN4O3	346.1207964	0.0002878	3.185		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_200.msp	challenge_200	challenge200	0	17	103.08658894	[M+H]+	C4H10N2O	102.07931294	5E-07	4.131	ChEBI,STOFF,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_202.msp	challenge_202	challenge202	0	19	503.138925358	[M-H]-	C18H34ClN2O8PS	504.146201358	-5E-07	3.93	ChEBI,STOFF,BLEXP,COCONUT,MINE	C11H30Cl2N8O10	504.14619452	-7.3E-06	3.111		C13H27Cl2FN12O2S	504.146172684	-2.91E-05	3.111		C14H30Cl2F4N6O3Si	504.14618359	-1.82E-05	3.111		C17H27ClF6N2O6	504.146183584	-1.82E-05	3.111		C22H31Cl3N4O3	504.146173892	-2.79E-05	3.111		C23H38BrClO3Si	504.146211386	9.6E-06	3.111		C8H32ClF3N10O3S3	504.146160224	-4.16E-05	3.11		C14H30ClF4N6O3PS	504.14623701	3.52E-05	3.11		C14H40ClF2N2O3PSSi3	504.14616448	-3.73E-05	3.11		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_203.msp	challenge_203	challenge203	0	16	441.132169792	[M+Cl]-	C21H26O8	406.162767792	-7E-07	3.539	KNApSAcK,NANPDB,UNPD,NPA,COCONUT,MINE	C10H30F3N4O5PS	406.16266235	-0.0001062	2.698		C12H28FN4O8P	406.162878706	0.0001102	2.698		C10H28F2N6O5Si2	406.162777496	9E-06	2.696		C13H34N2O6S2Si	406.162755338	-1.32E-05	2.696		C8H24F5N8O3P	406.162914358	0.0001458	2.685		C9H27ClN10O4S	406.162598024	-0.0001705	2.682		C11H38N2O4SSi4	406.162934816	0.0001663	2.682		C14H34N2O5S3	406.162985188	0.0002167	2.673		C19H28F2O5S	406.162551436	-0.0002171	2.673		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_204.msp	challenge_204	challenge204	0	15	515.147819856	[M+Cl]-	C27H28O8	480.178417856	-7E-07	3.414	KNApSAcK,UNPD,NPA,COCONUT,MINE	C15H35Cl2N6O5P	480.17836021	-5.84E-05	2.65		C22H39Cl2O3PSi	480.178313628	-0.000105	2.647		C16H35Cl3N6O4	480.17853664	0.000118	2.645		C18H38F2N2O2S4	480.178418896	3E-07	2.641		C17H40N2O4SSi4	480.17858488	0.0001663	2.638		C13H35ClFN8O2PSSi	480.17831242	-0.0001062	2.635		C14H35ClN6O6P2	480.17818378	-0.0002348	2.635		C17H42BrN2O4PS	480.178627554	0.000209	2.63		C13H35Cl2FN8O2Si2	480.178259	-0.0001596	2.628		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_205.msp	challenge_205	challenge205	0	9	373.1140176	[M+FA-H]-	C15H20O8	328.1158176	2.5E-06	3.778	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,STOFF,UNPD,BLEXP,NPA,COCONUT,MINE	C16H24O3S2	328.116686628	0.0008716	2.95	COCONUT	C7H28N2O6S2Si	328.115805146	-9.9E-06	2.853		C11H26F2O3Si3	328.115780722	-3.43E-05	2.852		C12H26F2O2SSi2	328.116010572	0.0001955	2.834		C8H28N2O5S3	328.116034996	0.0002199	2.829		C8H29ClN4Si4	328.115780728	-3.43E-05	2.802		C12H26BrFN2O2	328.116168392	0.0003533	2.792		C11H16F4N4O3	328.115853252	3.82E-05	2.741		C10H25N4O2PS2	328.11565467	-0.0001604	2.729		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_207.msp	challenge_207	challenge207	0	187	330.206369724	[M+H]+	C20H27NO3	329.199093724	5E-07	4.173	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,NANPDB,STOFF,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C11H29FN5O3P	329.199204638	0.0001114	3.142		C11H35N3O2SSi2	329.19885142	-0.0002419	3.111		C12H29ClFN5O2	329.199381068	0.0002878	3.092		C10H25F2N7O3	329.1986941	-0.0003992	3.068		C12H35N3OS2Si	329.19908127	-1.2E-05	3.067		C12H27N7O2Si	329.199549634	0.0004564	3.034		C9H29F2N7Si2	329.199103428	1.02E-05	2.991		C12H31N3O5S	329.198442092	-0.0006512	2.983		C17H29F2NOSi	329.198647518	-0.0004458	2.952		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_208.msp	challenge_208	challenge208	0	47	303.122699676	[M+H]+	C17H18O5	302.115423676	5E-07	3.705	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C9H26N2O3S2Si	302.115411222	-1.2E-05	2.867		C8H20FN4O5P	302.11553459	0.0001114	2.853		C6H22F3N4O2PS	302.115318234	-0.000105	2.843		C10H26N2O2S3	302.115641072	0.0002178	2.839		C6H20F2N6O2Si2	302.11543338	1.02E-05	2.837		C8H26N2O4SSi2	302.115181372	-0.0002419	2.836		C9H20ClFN4O4	302.11571102	0.0002878	2.819		C5H19ClN10OS	302.115253908	-0.0001693	2.813		C7H20F2N6OSSi	302.11566323	0.00024	2.807		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_209.msp	challenge_209	challenge209	0	22	695.434082868	[M+Na]+	C36H64O11	672.444862868	7E-07	3.573	HMDB,FooDB,UNPD,COCONUT	C32H69ClN4O4S2	672.444876368	1.42E-05	3.044		C32H60F4N4O6	672.44489852	3.64E-05	3.043		C21H59F2N14O6P	672.444768678	-9.35E-05	3.04		C23H65FN12O3S3	672.44487516	1.3E-05	3.039		C29H73N4O3PSSi3	672.444879416	1.72E-05	3.039		C38H61FN4O3S	672.444841032	-2.11E-05	3.039		C31H69N4O5PS2	672.444699938	-0.0001622	3.037		C29H63F2N8O3PS	672.444951946	8.98E-05	3.035		C29H63ClF2N8O3Si	672.444898526	3.64E-05	3.033		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_21.msp	challenge_21	challenge21	0	15	454.075296096	[M+H]+	C21H18F3NO3S2	453.068020096	5E-07	3.103	ChEBI,DrugBank,BLEXP,MINE	C22H20BrN3O3	453.0688036	0.000784	2.567	COCONUT	C7H20FN9O7S2Si	453.06804073	2.11E-05	2.323		C10H15N13O3SSi2	453.0680054	-1.42E-05	2.323		C10H23ClFN7O4P2S	453.068002376	-1.73E-05	2.323		C11H18F3N7O4Si3	453.068016306	-3.3E-06	2.323		C9H20ClN7O10S	453.06808852	6.89E-05	2.321		C10H23Cl2FN7O4PSi	453.067948956	-7.07E-05	2.321		C12H20ClF4N5O3SSi	453.06807759	5.79E-05	2.321		C9H21N9O5P2Si2	453.067941092	-7.86E-05	2.32		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_210.msp	challenge_210	challenge210	0	72	554.274848112	[M+NH4]+	C31H36O8	536.241018112	-4.4E-06	3.672	KNApSAcK,NANPDB,UNPD,COCONUT,MINE	C24H36N6O6S	536.241703872	0.0006813	3.305	COCONUT	C12H46F2N8O3S2Si3	536.241015362	-7.2E-06	3.002		C21H40ClF3N4O4S	536.2410891	6.65E-05	3.002		C10H39ClFN14O4PS	536.240959258	-6.33E-05	3		C12H36F4N12O3S2	536.241087892	6.53E-05	3		C14H46FN6O6PS2Si	536.241116572	9.4E-05	3		C20H40F3N4O5PS	536.24091267	-0.0001099	2.998		C16H54ClFN2O3S5	536.241054488	3.19E-05	2.997		C11H39Cl2FN14O3S	536.241135688	0.0001131	2.996		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_211.msp	challenge_211	challenge211	0	21	809.432895412	[M-H]-	C42H66O15	810.440171412	-5E-07	3.51	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,COCONUT,MINE	C24H76Cl2N14O2S2Si3	810.440194622	2.28E-05	2.906		C22H70ClFN16O5P2Si2	810.44014156	-3.03E-05	2.906		C25H73F3N12O2S3Si3	810.440146826	-2.5E-05	2.906		C27H83N6O5PS3Si4	810.440175506	3.6E-06	2.906		C27H73ClF2N10O5S2Si2	810.440194616	2.28E-05	2.906		C33H81ClFN2O5PSi5	810.440198872	2.7E-05	2.906		C29H91N2O2PS7Si2	810.440166842	-5E-06	2.906		C28H71ClN10O9Si3	810.440181122	9.3E-06	2.906		C34H77F2N4O3PS3Si2	810.440201454	2.96E-05	2.906		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_212.msp	challenge_212	challenge212	0	52	140.106990036	[M+H]+	C8H13NO	139.099714036	5E-07	4.151	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,NANPDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_213.msp	challenge_213	challenge213	0	68	764.87737398	[M+NH4]+	C16H20I3N3O7	746.84354398	-4.4E-06	3.528	BLEXP	C21H25Br4N3O7	746.84259854	-0.0009499	3.189	UNPD,COCONUT	C7H18F4N5O14PS5Si3	746.843534356	-1.41E-05	3.006		C7H17Cl2F2N9O12S6Si	746.843531314	-1.71E-05	3.006		C7H22Cl2F7N3O9S7Si	746.843555714	7.3E-06	3.006		C7H20Cl5F4N7O9P2SSi2	746.84357382	2.54E-05	3.006		C7H19Cl7F2N11O7PS2	746.843570778	2.23E-05	3.006		C7H15BrF5N13O3S5Si3	746.84356913	2.07E-05	3.006		C7H14BrClF10N7O6PS2Si2	746.843534838	-1.36E-05	3.006		C7H20BrClF4N5O14PS4	746.84352361	-2.48E-05	3.006		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_214.msp	challenge_214	challenge214	0	25	541.16321794	[M-H]-	C33H25F3O4	542.17049394	-5E-07	3.224	ChEBI,STOFF,BLEXP,MINE	C12H47ClN4O5S3Si3	542.170490874	-3.5E-06	2.846		C12H47N4O5PS4Si2	542.170544294	4.99E-05	2.845		C16H32F2N4O12S	542.170549904	5.55E-05	2.84		C10H39N8O8PSi4	542.170552958	5.86E-05	2.835		C13H43FN6O3S6	542.170493456	-9E-07	2.835		C13H35ClN8O9SSi	542.17054991	5.55E-05	2.835		C20H39ClN2O7SSi2	542.170503328	8.9E-06	2.831		C13H35N8O9PS2	542.17060333	0.0001089	2.831		C12H35N8O10PSSi	542.17037348	-0.0001209	2.83		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_215.msp	challenge_215	challenge215	0	27	902.5118707	[M+FA-H]-	C57H67N3O4	857.513157624	-0.0005105	3.168	COCONUT	C33H77F2N7O12Si2	857.513680404	1.23E-05	2.784		C40H71F4N5O10	857.513706352	3.82E-05	2.783		C37H84N5O7PSSi3	857.513687248	1.91E-05	2.781		C36H80F2N5O9P3	857.51369547	2.73E-05	2.781		C36H83N3O13S2Si	857.513658246	-9.9E-06	2.781		C44H75NO15	857.5136707	2.5E-06	2.781		C46H72FN5O7S	857.513648864	-1.93E-05	2.781		C40H80ClN5O8S2	857.5136842	1.6E-05	2.781		C37H74ClF2N9O7Si	857.513706358	3.82E-05	2.78		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_216.msp	challenge_216	challenge216	0	35	493.229047352	[M+FA-H]-	C21H36O10	448.230847352	2.5E-06	3.838	HMDB,KNApSAcK,FooDB,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C17H32F4N4O5	448.230883004	3.82E-05	2.923		C22H39FO4P2	448.230761208	-8.36E-05	2.921		C17H41ClN4O3S2	448.230860852	1.6E-05	2.92		C23H39ClFO3P	448.230937638	9.28E-05	2.916		C16H41N4O4PS2	448.230684422	-0.0001604	2.911		C13H35F2N8O3PSi	448.23070658	-0.0001382	2.91		C14H45N4O2PSSi3	448.2308639	1.91E-05	2.906		C23H33FN4O2S	448.230825516	-1.93E-05	2.906		C14H35ClF2N8O2Si	448.23088301	3.82E-05	2.905		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_217.msp	challenge_217	challenge217	0	15	405.140232348	[M+FA-H]-	C16H24O9	360.142032348	2.5E-06	3.548	HMDB,KNApSAcK,ChEBI,FooDB,PubChem,PlantCyc,UNPD,NPA,COCONUT,MINE	C18H21FN4OS	360.142010512	-1.93E-05	3.048	COCONUT	C12H20F4N4O4	360.142068	3.82E-05	2.561		C12H30F2O4Si3	360.14199547	-3.43E-05	2.561		C12H29ClN4O2S2	360.142045848	1.6E-05	2.553		C11H29N4O3PS2	360.141869418	-0.0001604	2.549		C18H27ClFO2P	360.142122634	9.28E-05	2.549		C8H23F2N8O2PSi	360.141891576	-0.0001382	2.543		C13H30F2O3SSi2	360.14222532	0.0001955	2.543		C20H25ClN2S	360.14269748	0.0006677	2.543	COCONUT	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_218.msp	challenge_218	challenge218	0	59	229.14343512	[M+H]+	C12H20O4	228.13615912	5E-07	4.271	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C5H20N6O2S	228.13684488	0.0006862	2.883		C10H22F2OS	228.135942764	-0.0002159	2.876		C11H24OSi2	228.136568448	0.0004098	2.818		C12H24SSi	228.136798298	0.0006396	2.446																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_219.msp	challenge_219	challenge219	0	105	319.22677082	[M+H]+	C20H30O3	318.21949482	5E-07	4.213	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,FooDB,NANPDB,BMDB,LipidMAPS,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H38N2OS2Si	318.219482366	-1.2E-05	3.121		C12H30N6O2Si	318.21995073	0.0004564	3.029		C17H32F2OSi	318.219048614	-0.0004458	2.955		C13H30N6OS	318.22018058	0.0006862	2.897		C15H31ClN4O	318.218639292	-0.0008551	2.789		C13H38N2S3	318.219712216	0.0002178	2.779		C18H32F2S	318.219278464	-0.0002159	2.742		C15H33F3OS	318.220421336	0.000927	2.708		C19H34Si2	318.219904148	0.0004098	2.676		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_22.msp	challenge_22	challenge22	0	67	489.227850504	[M+H]+	C23H32N6O4S	488.220574504	5E-07	3.889	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C12H45FN4O6S4	488.22059738	2.33E-05	2.984		C14H34FN10O4PS	488.220685418	0.0001114	2.969		C15H40N8O2S3Si	488.22056205	-1.2E-05	2.965		C15H46ClN4O3PS2Si	488.220674172	0.0001001	2.965		C15H33F5N6O4S	488.220415636	-0.0001584	2.963		C21H38FN4O2PSSi	488.220638836	6.48E-05	2.963		C11H37FN8O8SSi	488.220835894	0.0002618	2.95		C15H42ClFN6O2S3	488.220393484	-0.0001806	2.949		C12H34F2N12OSSi2	488.220584208	1.02E-05	2.946		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_220.msp	challenge_220	challenge220	0	12	355.187979376	[M+Na]+	C20H28O4	332.198759376	7E-07	3.331	HMDB,KNApSAcK,ChEBI,SMPDB,FooDB,NANPDB,BMDB,LipidMAPS,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H36N2O2S2Si	332.198746922	-1.18E-05	2.333		C11H30FN4O4P	332.19887029	0.0001116	2.327		C13H36N2OS3	332.198976772	0.0002181	2.309		C10H30F2N6SSi	332.19899893	0.0002403	2.305		C10H26F2N6O4	332.198359752	-0.0003989	2.257		C8H29ClN10S	332.198589608	-0.0001691	2.236		C12H28N6O3Si	332.199215286	0.0004566	2.234		C18H30F2OS	332.19854302	-0.0002157	2.227		C19H32OSi2	332.199168704	0.00041	2.169		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_221.msp	challenge_221	challenge221	0	12	359.219279504	[M+Na]+	C20H32O4	336.230059504	7E-07	3.36	HMDB,KNApSAcK,ChEBI,SMPDB,YMDB,FooDB,NANPDB,BMDB,LipidMAPS,Urine,ECMDB,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C13H40N2OS3	336.2302769	0.0002181	2.226		C18H34F2OS	336.229843148	-0.0002157	2.144		C19H36OSi2	336.230468832	0.00041	2.086		C17H34F2O2Si	336.229613298	-0.0004455	2.073		C12H32N6O3Si	336.230515414	0.0004566	2.068		C13H32N6O2S	336.230745264	0.0006865	1.957		C11H36N6Si3	336.230924742	0.0008659	1.937		C20H36SSi	336.230698682	0.0006399	1.898		C11H26F2N10	336.230997272	0.0009385	1.894		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_222.msp	challenge_222	challenge222	0	40	199.097582992	[M-H]-	C10H16O4	200.104858992	-5E-07	4.21	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,BMDB,LipidMAPS,Urine,UNPD,BLEXP,NPA,COCONUT,MINE	C8H18F2OS	200.104642636	-0.0002168	2.946		C9H20OSi2	200.10526832	0.0004089	2.889		C10H20SSi	200.10549817	0.0006387	2.185																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_223.msp	challenge_223	challenge223	0	18	889.146896728	[M-H]-	C42H34O22	890.154172728	-5E-07	3.333	UNPD,COCONUT	C31H71Br3ClO3PS3	890.154159742	-1.34E-05	2.883		C30H71Br3ClO4PS2Si	890.153929892	-0.0002433	2.867		C28H65Br3ClF2N4O2PSSi	890.1541819	8.7E-06	2.864		C10H38BrF7N20O11S2	890.154193676	2.05E-05	2.847		C11H42F6N14O16P2SSi2	890.154187904	1.47E-05	2.847		C11H43FN20O13S3Si4	890.154168776	-4.4E-06	2.847		C11H41Cl2F4N18O14PS2	890.154184862	1.17E-05	2.847		C12H32F13N18O6PSSi2	890.154148294	-2.49E-05	2.847		C12H46F4N14O14S2Si5	890.154179682	6.5E-06	2.847		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_224.msp	challenge_224	challenge224	0	27	475.147319352	[M+Cl]-	C24H26ClFN4O	440.177917352	-7E-07	3.323	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP	C24H28N2O4S	440.176978376	-0.0009397	2.891	ChEBI,COCONUT	C14H37ClN2O7SSi	440.177926734	8.6E-06	2.704		C13H25FN8O8	440.17793798	1.99E-05	2.704		C14H37N2O7PS2	440.177980154	6.21E-05	2.702		C20H29FN2O6Si	440.177891398	-2.67E-05	2.7		C17H40Cl2O4P2	440.17788838	-2.97E-05	2.7		C18H35F2O4PSi2	440.17795573	3.76E-05	2.699		C12H37FN4O4S2Si2	440.177878944	-3.91E-05	2.699		C11H31F2N6O6PSi	440.178002312	8.42E-05	2.696		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_225.msp	challenge_225	challenge225	0	26	148.075689908	[M+H]+	C9H9NO	147.068413908	5E-07	4.312	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_226.msp	challenge_226	challenge226	0	33	489.124342684	[M+H]+	C27H22Cl2N4O	488.117066684	5E-07	3.98	ChEBI,DrugBank,BLEXP,MINE	C22H18F6N2O4	488.117076376	1.01E-05	3.746	COCONUT	C13H33FN2O8P4	488.117140756	7.45E-05	3.293		C17H24F3N2O9P	488.117151638	8.54E-05	3.292		C13H27FN6O7P2Si	488.116975214	-9.1E-05	3.292		C15H21N8O9P	488.116910882	-0.0001553	3.284		C12H30N2O14P2	488.1172269	0.0001607	3.283		C22H25N2O7PSi	488.1168643	-0.0002019	3.276		C14H33ClFN2O7P3	488.117317186	0.000251	3.265		C13H29ClF2N4O7P2	488.116806648	-0.0002596	3.263		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_227.msp	challenge_227	challenge227	0	122	251.164170564	[M+H]+	C15H22O3	250.156894564	5E-07	4.196	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,NANPDB,STOFF,LipidMAPS,Urine,Saliva,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H22N6O2Si	250.157350474	0.0004564	2.973		C8H22N6OS	250.157580324	0.0006862	2.883		C12H24F2OSi	250.156448358	-0.0004458	2.831		C10H23ClN4O	250.156039036	-0.0008551	2.654		C8H30N2S3	250.15711196	0.0002178	2.474		C13H24F2S	250.156678208	-0.0002159	2.432		C14H26Si2	250.157303892	0.0004098	2.356												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_228.msp	challenge_228	challenge228	0	42	337.273721012	[M+H]+	C21H36O3	336.266445012	5E-07	3.88	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,UNPD,BLEXP,NPA,COCONUT,MINE	C13H36N6O2Si	336.266900922	0.0004564	2.884		C14H44N2S3	336.266662408	0.0002178	2.782		C18H38F2OSi	336.265998806	-0.0004458	2.778		C19H38F2S	336.266228656	-0.0002159	2.758		C14H36N6OS	336.267130772	0.0006862	2.73		C20H40Si2	336.26685434	0.0004098	2.695		C16H37ClN4O	336.265589484	-0.0008551	2.604												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_229.msp	challenge_229	challenge229	0	21	371.182893996	[M+Na]+	C20H28O5	348.193673996	7E-07	4.277	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H36N2O3S2Si	348.193661542	-1.18E-05	3.286		C11H30FN4O5P	348.19378491	0.0001116	3.261		C18H30F2O2S	348.19345764	-0.0002157	3.244		C13H36N2O2S3	348.193891392	0.0002181	3.243		C10H26F2N6O5	348.193274372	-0.0003989	3.191		C17H30F2O3Si	348.19322779	-0.0004455	3.173		C19H32O2Si2	348.194083324	0.00041	3.168		C12H28N6O4Si	348.194129906	0.0004566	3.168		C10H30F2N6OSSi	348.19391355	0.0002403	3.126		
