File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Structure rank 1	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 2	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 3	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 4	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 5	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 6	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 7	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 8	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 9	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 10	Total score	Databases	Formula	Ontology	InChIKey	SMILES	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_303.msp	challenge_303	challenge303	0	4	255.029897356	[M-H]-	321500	7.987	Database ID=321500,KNApSAcK=C00036769,UNPD=UNPD119452,NPA=NPA009967,COCONUT=CNP0324123	C14H8O5	Naphthofurans	DKTNOXJBGNDAGS-UHFFFAOYSA-N	O=C1C2=COC(C(=O)C)=C2C(=O)C=3C(O)=CC=CC13	558618	7.8805	Database ID=558619	C14H8O5		CHERCCPWQNZOOH-UHFFFAOYSA-N	O=C1C(=O)CC(=O)C2=C(O)C=3C=CC=CC3C(O)=C12	358570	7.8567	Database ID=358570,UNPD=UNPD102992,COCONUT=CNP0222126	C14H8O5	Naphthofurans	RABXYJBFTPBKKL-UHFFFAOYSA-N	O=C1C=2OC(=CC2C(=O)C=3C(O)=CC=CC13)C(=O)C	484773	7.8567	Database ID=484773,UNPD=UNPD87913,COCONUT=CNP0325295	C14H8O5	Naphthofurans	MYDAXHYLQBNETF-UHFFFAOYSA-N	O=C1C=2C=CC=C(O)C2C(=O)C=3OC(=CC13)C(=O)C	382864	7.8346	Database ID=382864,UNPD=UNPD133046,COCONUT=CNP0234231	C14H8O5	Naphthopyranones	KMJZTVBJUZDVCN-UHFFFAOYSA-N	O=C1OC=2C(=O)C=3C=CC=C(O)C3C(=O)C2C=C1C	471993	7.8346	Database ID=471993,KNApSAcK=C00049194,UNPD=UNPD64943,COCONUT=CNP0190105	C14H8O5	Naphthopyranones	WOEURUGFOVZZQQ-UHFFFAOYSA-N	O=C1OC=2C(=O)C=3C(O)=CC=CC3C(=O)C2C=C1C	26069	7.4744	Database ID=26069,ChEBI=CHEBI:68715,UNPD=UNPD132741,NPA=NPA008353,COCONUT=CNP0252860	C14H8O5	Xanthones	QRODRMXJCCGNJF-UHFFFAOYSA-N	O=C(O)C=1C=CC=C2OC=3C=CC=C(O)C3C(=O)C21	417399	7.338	Database ID=417399,UNPD=UNPD180901,COCONUT=CNP0150778	C14H8O5	Xanthones	ABJOMJOCHDSHTG-UHFFFAOYSA-N	O=C1C=2C=CC=CC2OC=3C=C4OCOC4=C(O)C13	454804	7.338	Database ID=454804,UNPD=UNPD35531,COCONUT=CNP0261122	C14H8O5	Xanthones	JSVGXAFVTWWBRD-UHFFFAOYSA-N	O=C1C=2C=CC=CC2OC3=C(O)C=4OCOC4C=C13	14644	7.2954	Database ID=14644,ChEBI=CHEBI:37486	C14H8O5	Hydroxyanthraquinones	WNHUAWNEKMITEW-UHFFFAOYSA-N	O=C1C2=CC=C(O)C=C2C(=O)C3=C(O)C(O)=CC=C13	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_304.msp	challenge_304	challenge304	0	6	309.024785648	[M-H]-	13700	6.3051	Database ID=13700,HMDB=HMDB0031778,ChEBI=CHEBI:34703,T3DB=T3D4921,FooDB=FDB008451,STOFF=STOFF_2408,BLEXP=BLEXPDB00000037123,COCONUT=CNP0018935	C14H9ClF2N2O2	N-benzoyl-N'-phenylureas	QQQYTWIFVNKMRW-UHFFFAOYSA-N	O=C(NC(=O)C=1C(F)=CC=CC1F)NC2=CC=C(Cl)C=C2	309295	5.291	Database ID=309295,NANPDB=NANPDB_3544,UNPD=UNPD134401,COCONUT=CNP0255714	C13H10O9	7-hydroxycoumarins	HXFCTKKFLJMYHC-UHFFFAOYSA-N	O=C(O)C1=C(O)C(OC)=C2OC(=O)C=C(OC)C2=C1C(=O)O																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_305.msp	challenge_305	challenge305	0	37	380.068606348	[M-H]-	64869	5.9842	Database ID=64869,BLEXP=BLEXPDB00057404266	C17H14F3N3O2S	Trifluoromethylbenzenes	VXXCSKWYAZTBDG-UHFFFAOYSA-N	O=C(NN1C(=O)CCSC1C2=CC=C(C=C2)C(F)(F)F)C=3C=CN=CC3	65700	5.9842	Database ID=65700,BLEXP=BLEXPDB00070681438	C17H14F3N3O2S	Trifluoromethylbenzenes	QRKKMJDKKIBVDK-UHFFFAOYSA-N	O=C(NN1C(=O)CCSC1C=2C=CC=CC2C(F)(F)F)C=3C=CN=CC3	65714	5.9842	Database ID=65714,BLEXP=BLEXPDB00070694036	C17H14F3N3O2S	Trifluoromethylbenzenes	JVMIYXJOXGGZLI-UHFFFAOYSA-N	O=C(NN1C(=O)CCSC1C2=CC=CC(=C2)C(F)(F)F)C=3C=CN=CC3	7719	5.8279	Database ID=7719,HMDB=HMDB0005014,ChEBI=CHEBI:41423,DrugBank=DB00482,SMPDB=PW_C002362,T3DB=T3D4771,FooDB=FDB023586,STOFF=STOFF_2727,BMDB=BMDB05014,Serum=HMDB0005014,PubChem=2662,BLEXP=BLEXPDB00000002662,COCONUT=CNP0337667	C17H14F3N3O2S	Phenylpyrazoles	RZEKVGVHFLEQIL-UHFFFAOYSA-N	O=S(=O)(N)C1=CC=C(C=C1)N2N=C(C=C2C=3C=CC(=CC3)C)C(F)(F)F	36932	5.3819	Database ID=36932,ChEBI=CHEBI:91326,DrugBank=DB08142,BLEXP=BLEXPDB00011338033	C16H17Cl2N5O2	2-halobenzoic acids and derivatives	OVPNQJVDAFNBDN-UHFFFAOYSA-N	O=C(NC1=CNN=C1C(=O)NC2CCNCC2)C=3C(Cl)=CC=CC3Cl																																				
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_306.msp	challenge_306	challenge306	0	48	550.176578648	[M-H]-	17592	6.3776	Database ID=17592,HMDB=HMDB0014699,ChEBI=CHEBI:51450,DrugBank=DB00559,STOFF=STOFF_2654,Urine=HMDB0014699,Serum=HMDB0014699,PubChem=104865,BLEXP=BLEXPDB00000104865	C27H29N5O6S	Bipyrimidines and oligopyrimidines	GJPICJJJRGTNOD-UHFFFAOYSA-N	O=S(=O)(NC=1N=C(N=C(OCCO)C1OC=2C=CC=CC2OC)C3=NC=CC=N3)C4=CC=C(C=C4)C(C)(C)C																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_307.msp	challenge_307	challenge307	0	24	386.964444808	[M-H]-	33005	5.7087	Database ID=33005,ChEBI=CHEBI:83489,BLEXP=BLEXPDB00022673275	C12H4Cl2F6N4	Phenylpyrazoles	JWKXVHLIRTVXLD-UHFFFAOYSA-N	N#CC1=NN(C(N)=C1C(F)(F)F)C2=C(Cl)C=C(C=C2Cl)C(F)(F)F																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_308.msp	challenge_308	challenge308	0	4	349.111518804	[M-H]-	51005	7.9525	Database ID=51005,BLEXP=BLEXPDB00003035496,COCONUT=CNP0318774	C18H22O5S	Sulfated steroids	IVPYDRYLQPJSBW-UHFFFAOYSA-N	O=S(=O)(O)OC1=CC=C2C(=C1)CC=C3C2CCC4(C)C(O)CCC34	513442	7.9525	Database ID=513442,BLEXP=BLEXPDB00003035496,COCONUT=CNP0318774	C18H22O5S	Sulfated steroids	IVPYDRYLQPJSBW-UBDQQSCGSA-N	O=S(=O)(O)OC1=CC=C2C(=C1)CC=C3C2CCC4(C)C(O)CCC34	515009	7.9525	Database ID=515009,BLEXP=BLEXPDB00003035496,COCONUT=CNP0318774	C18H22O5S	Sulfated steroids	IVPYDRYLQPJSBW-SPUZQDLCSA-N	O=S(=O)(O)OC1=CC=C2C(=C1)CC=C3C2CCC4(C)C(O)CCC34	5366	7.9459	Database ID=5366,HMDB=HMDB0001425,ChEBI=CHEBI:17474;CHEBI:60050;CHEBI:91584;CHEBI:94715,DrugBank=DB04574,SMPDB=PW_C001101,FooDB=FDB021804,BMDB=BMDB01425,LipidMAPS=LMST02010043,Urine=HMDB0001425,Serum=HMDB0001425,PubChem=4101436;3001028,UNPD=UNPD112538;UNPD37410,BLEXP=BLEXPDB00003001028,COCONUT=CNP0274514	C18H22O5S	Sulfated steroids	JKKFKPJIXZFSSB-CBZIJGRNSA-N	O=C1CCC2C3CCC4=CC(OS(=O)(=O)O)=CC=C4C3CCC12C	49972	7.9459	Database ID=49972,HMDB=HMDB0001425,ChEBI=CHEBI:17474;CHEBI:60050;CHEBI:91584;CHEBI:94715,DrugBank=DB04574,SMPDB=PW_C001101,FooDB=FDB021804,BMDB=BMDB01425,LipidMAPS=LMST02010043,Urine=HMDB0001425,Serum=HMDB0001425,PubChem=4101436;3001028,UNPD=UNPD112538;UNPD37410,BLEXP=BLEXPDB00003001028,COCONUT=CNP0274514	C18H22O5S	Sulfated steroids	JKKFKPJIXZFSSB-UHFFFAOYSA-N	O=C1CCC2C3CCC4=CC(OS(=O)(=O)O)=CC=C4C3CCC12C	340033	7.1163	Database ID=340033	C18H22O5S		CBMLDOLIBXILGB-MHOMLUJESA-N	O=C(OC)C=1C(=O)C(OC1C=2C=CSC2C)(C=CCCC(O)C)C	340034	7.1163	Database ID=340034	C18H22O5S		CBMLDOLIBXILGB-KCKIFUKUSA-N	O=C(OC)C=1C(=O)C(OC1C=2C=CSC2C)(C=CCCC(O)C)C																						
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_309.msp	challenge_309	challenge309	0	4	294.009407952	[M-H]-	10219	6.8904	Database ID=10219,HMDB=HMDB0015074,ChEBI=CHEBI:6710;CHEBI:76230,DrugBank=DB00939,STOFF=STOFF_3659,Urine=HMDB0015074,Serum=HMDB0015074,BLEXP=BLEXPDB00000004037,COCONUT=CNP0021734	C14H11Cl2NO2	Aminobenzoic acids	SBDNJUWAMKYJOX-UHFFFAOYSA-N	O=C(O)C=1C=CC=CC1NC=2C(Cl)=CC=C(C2Cl)C	8052	6.8799	Database ID=8052,HMDB=HMDB0014724,ChEBI=CHEBI:47381;CHEBI:48311,DrugBank=DB00586,SMPDB=PW_C009075,T3DB=T3D4729,STOFF=STOFF_522,Urine=HMDB0014724,Serum=HMDB0014724,PubChem=3033,BLEXP=BLEXPDB00000003033,COCONUT=CNP0109037	C14H11Cl2NO2	Dichlorobenzenes	DCOPUUMXTXDBNB-UHFFFAOYSA-N	O=C(O)CC=1C=CC=CC1NC=2C(Cl)=CC=CC2Cl																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_31.msp	challenge_31	challenge31	0	9	211.097582992	[M-H]-	330806	5.1494	Database ID=330806,NPA=NPA020034;NPA022751,COCONUT=CNP0325867	C11H16O4	Pyranones and derivatives	GREACTBPWIMMPJ-QMMMGPOBSA-N	O=C1OC(=C(C(OC)=C1)CC(O)CC)C	333358	5.1494	Database ID=333358,NPA=NPA022748,COCONUT=CNP0072931	C11H16O4	Pyranones and derivatives	OQNDTGUVDYVTJJ-UHFFFAOYSA-N	O=C1OC(=C(C(OC)=C1)CCC(O)C)C	333361	5.1494	Database ID=333361,NPA=NPA020034;NPA022751,COCONUT=CNP0325867	C11H16O4	Pyranones and derivatives	GREACTBPWIMMPJ-UHFFFAOYSA-N	O=C1OC(=C(C(OC)=C1)CC(O)CC)C	309164	5.1336	Database ID=309164,NANPDB=NANPDB_3278,NPA=NPA018636;NPA020030,COCONUT=CNP0355191	C11H16O4	Pyranones and derivatives	RFMLGGZXHGTKIG-MRVPVSSYSA-N	O=C1OC(=C(C(OC)=C1)C(O)CCC)C	330802	5.1336	Database ID=330802,NANPDB=NANPDB_3278,NPA=NPA018636;NPA020030,COCONUT=CNP0355191	C11H16O4	Pyranones and derivatives	RFMLGGZXHGTKIG-QMMMGPOBSA-N	O=C1OC(=C(C(OC)=C1)C(O)CCC)C	512954	5.1336	Database ID=512954,NANPDB=NANPDB_3278,NPA=NPA018636;NPA020030,COCONUT=CNP0355191	C11H16O4	Pyranones and derivatives	RFMLGGZXHGTKIG-UHFFFAOYSA-N	O=C1OC(=C(C(OC)=C1)C(O)CCC)C	463480	5.1335	Database ID=463480,UNPD=UNPD50495,COCONUT=CNP0230559	C11H16O4	Pyranones and derivatives	FWFKXWDSIIPMJT-UHFFFAOYSA-N	O=C1OC(=CC(OC)=C1)C(O)CCCC	312619	5.0243	Database ID=312619,NPA=NPA000329,COCONUT=CNP0353482	C11H16O4	Pyranones and derivatives	AENOIAKWMWASSC-XDKWHASVSA-N	O=C1OC(=C(C(OC)=C1)C)C(C)C(O)C	309163	4.9187	Database ID=309163,NANPDB=NANPDB_3277,NPA=NPA007135,COCONUT=CNP0292144	C11H16O4	Pyranones and derivatives	CECRFCGIVHHWSF-UHFFFAOYSA-N	O=C1OC(=C(C(OC)=C1)CCCC)CO	337110	4.8576	Database ID=337110	C11H16O4		NNNBCYAVKDGOLY-SVGQVSJJSA-N	O=C1OC(=C(C(O)=C1C)C)C(C)C(O)C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_310.msp	challenge_310	challenge310	0	21	492.136543676	[M-H]-	10010	6.3821	Database ID=10010,HMDB=HMDB0015151,ChEBI=CHEBI:5441,DrugBank=DB01016,SMPDB=PW_C009449,STOFF=STOFF_3276,Urine=HMDB0015151,Serum=HMDB0015151,PubChem=3488,BLEXP=BLEXPDB00000003488,COCONUT=CNP0317792	C23H28ClN3O5S	Benzenesulfonamides	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	O=C(NC1CCCCC1)NS(=O)(=O)C2=CC=C(C=C2)CCNC(=O)C3=CC(Cl)=CC=C3OC	89959	5.7394	Database ID=89959,BLEXP=BLEXPDB00000195398	C20H23N5O10	6-aminopurines	ZGMPXNIZYNPUMN-UHFFFAOYSA-N	O=C(O)C1(OC2C(OC(N3C=NC=4C(=NC=NC43)N)C2O)=C1)C(O)C(=O)OCOC(=O)C(C)(C)C																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_311.msp	challenge_311	challenge311	0	27	356.069509672	[M-H]-	8186	6.3285	Database ID=8186,HMDB=HMDB0014473,KNApSAcK=C00030512,ChEBI=CHEBI:49662,DrugBank=DB00328,SMPDB=PW_C008859,T3DB=T3D2753,STOFF=STOFF_3305,Urine=HMDB0014473,Serum=HMDB0014473,BLEXP=BLEXPDB00000003715,COCONUT=CNP0268880	C19H16ClNO4	Benzoylindoles	CGIGDMFJXJATDK-UHFFFAOYSA-N	O=C(O)CC=1C=2C=C(OC)C=CC2N(C(=O)C3=CC=C(Cl)C=C3)C1C	78406	6.2575	Database ID=78406,ChEBI=CHEBI:135512	C19H16ClNO4	Benzoylindoles	DGMZLCLHHVYDIS-UHFFFAOYSA-N	O=C(O)CN1C=2C=C(OC)C=CC2C(C(=O)C3=CC=C(Cl)C=C3)=C1C	87661	6.0463	Database ID=87661,BLEXP=BLEXPDB00000071778	C19H16ClNO4	Diphenylethers	UDYUIWXQUBNDHC-UHFFFAOYSA-N	O=C1C=C(C=C(N1O)COC2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)C	59657	5.7918	Database ID=59657,BLEXP=BLEXPDB00016038374	C19H16ClNO4	2-furanilides	VHKBTPQDHDSBSP-UHFFFAOYSA-N	O=C(NC=1C=C(OC)C=C(OC)C1)C=2OC(=CC2)C=3C=CC(Cl)=CC3	509480	5.6238	Database ID=509480,STOFF=STOFF_9570	C19H16ClNO4	Naphthalene-2-carboxanilides	QIHKTBRNOLQDGQ-UHFFFAOYSA-N	O=C(NC1=CC(OC)=C(Cl)C=C1OC)C2=CC=3C=CC=CC3C=C2O	509703	5.6238	Database ID=509703,STOFF=STOFF_9892	C19H16ClNO4	Naphthalene-2-carboxanilides	XDWATWCCUTYUDE-UHFFFAOYSA-N	O=C(NC1=CC(Cl)=C(OC)C=C1OC)C2=CC=3C=CC=CC3C=C2O																													
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_312.msp	challenge_312	challenge312	0	18	557.24572444	[M-H]-	7636	7.12	Database ID=7636,HMDB=HMDB0005006,ChEBI=CHEBI:39548;CHEBI:50690;CHEBI:94450,DrugBank=DB01076,SMPDB=PW_C002355,T3DB=T3D4980,FooDB=FDB023579,STOFF=STOFF_2488,BMDB=BMDB05006,Feces=HMDB0005006,Serum=HMDB0005006,UNPD=UNPD155018,BLEXP=BLEXPDB00000002250,COCONUT=CNP0285710	C33H35FN2O5	Diphenylpyrroles	XUKUURHRXDUEBC-KAYWLYCHSA-N	O=C(O)CC(O)CC(O)CCN1C(C=2C=CC(F)=CC2)=C(C=3C=CC=CC3)C(C(=O)NC=4C=CC=CC4)=C1C(C)C	45656	7.12	Database ID=45656,HMDB=HMDB0005006,ChEBI=CHEBI:39548;CHEBI:50690;CHEBI:94450,DrugBank=DB01076,SMPDB=PW_C002355,T3DB=T3D4980,FooDB=FDB023579,STOFF=STOFF_2488,BMDB=BMDB05006,Feces=HMDB0005006,Serum=HMDB0005006,UNPD=UNPD155018,BLEXP=BLEXPDB00000002250,COCONUT=CNP0285710	C33H35FN2O5	Diphenylpyrroles	XUKUURHRXDUEBC-UHFFFAOYSA-N	O=C(O)CC(O)CC(O)CCN1C(C=2C=CC(F)=CC2)=C(C=3C=CC=CC3)C(C(=O)NC=4C=CC=CC4)=C1C(C)C																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_313.msp	challenge_313	challenge313	0	23	418.936515808	[M-H]-	33004	5.6153	Database ID=33004,ChEBI=CHEBI:83488,STOFF=STOFF_3568,BLEXP=BLEXPDB00009953940	C12H4Cl2F6N4S	Phenylpyrazoles	FQXWEKADCSXYOC-UHFFFAOYSA-N	N#CC1=NN(C(N)=C1SC(F)(F)F)C2=C(Cl)C=C(C=C2Cl)C(F)(F)F																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_314.msp	challenge_314	challenge314	0	10	489.217715188	[M-H]-	9990	6.9532	Database ID=9990,HMDB=HMDB0014367,ChEBI=CHEBI:5383;CHEBI:92609,DrugBank=DB00222,STOFF=STOFF_3278,Urine=HMDB0014367,Serum=HMDB0014367,BLEXP=BLEXPDB00000003476,COCONUT=CNP0281596	C24H34N4O5S	Benzenesulfonamides	WIGIZIANZCJQQY-RUCARUNLSA-N	O=C(NC1CCC(C)CC1)NS(=O)(=O)C2=CC=C(C=C2)CCNC(=O)N3C(=O)C(=C(C)C3)CC	69328	6.9532	Database ID=69328,HMDB=HMDB0014367,ChEBI=CHEBI:5383;CHEBI:92609,DrugBank=DB00222,STOFF=STOFF_3278,Urine=HMDB0014367,Serum=HMDB0014367,BLEXP=BLEXPDB00000003476,COCONUT=CNP0281596	C24H34N4O5S	Benzenesulfonamides	WIGIZIANZCJQQY-UHFFFAOYSA-N	O=C(NC1CCC(C)CC1)NS(=O)(=O)C2=CC=C(C=C2)CCNC(=O)N3C(=O)C(=C(C)C3)CC	23306	5.1284	Database ID=23306,KNApSAcK=C00026700,ChEBI=CHEBI:64534,UNPD=UNPD198417,COCONUT=CNP0134649	C32H30N2O3	Prenylquinones	HBMHEGGZNWXZRA-UHFFFAOYSA-N	O=C1C(O)=C(C(=O)C(=C1C2=CNC=3C=CC=CC32)CC=C(C)C)C=4C=5C=CC=CC5NC4C(C=C)(C)C	317186	5.1284	Database ID=317186,NPA=NPA005272,COCONUT=CNP0074196	C32H30N2O3	Aromatic monoterpenoids	NBSHFMWBYVHWNG-UHFFFAOYSA-N	O=C1C(=O)C(C2=CNC=3C=CC=CC32)=C(C(O)=C1C=4C=5C=CC=CC5NC4C(C=C)(C)C)CC=C(C)C	18116	5.1214	Database ID=18116,ChEBI=CHEBI:52314,BLEXP=BLEXPDB00000153491	C32H30N2O3	Xanthenes	MUSLHCJRTRQOSP-UHFFFAOYSA-N	O=C([O-])C=1C=CC=CC1C=2C=3C=C4C5=C(C3OC=6C2C=C7C=8C6CCC[N+]8CCC7)CCCN5CCC4	409920	5.12	Database ID=409920,KNApSAcK=C00024729,UNPD=UNPD169951;UNPD193342,COCONUT=CNP0143746	C32H30N2O3	Carbazoles	BDBDIRCWZPEVGI-UHFFFAOYSA-N	OC1C(C2=C(OC1(C)C)C(=CC=3C=4C=CC=CC4NC32)C)N5C=6C=CC=CC6C7=CC(=CC(OC)=C75)C																													
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_315.msp	challenge_315	challenge315	0	19	325.962851684	[M-H]-	347456	5.8313	Database ID=347456,STOFF=STOFF_3643	C13H7Cl2NO5	Diphenylethers	IUSYSZLVZMUVDO-UHFFFAOYSA-N	O=C(O)C1=CC(OC2=CC=C(Cl)C=C2Cl)=CC=C1[N+](=O)[O-]																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_316.msp	challenge_316	challenge316	0	3	312.972813692	[M-H]-																																																																							
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_317.msp	challenge_317	challenge317	0	7	244.908169692	[M-H]-	38529	5.775	Database ID=38529,ChEBI=CHEBI:133542,STOFF=STOFF_598,BLEXP=BLEXPDB00000034217	C8HCl3N2O	Benzonitriles	MDQKYGOECVSPIW-UHFFFAOYSA-N	N#CC1=C(Cl)C(Cl)=C(O)C(C#N)=C1Cl																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_318.msp	challenge_318	challenge318	0	4	312.970769948	[M-H]-	16502	6.3693	Database ID=16502,ChEBI=CHEBI:48347,STOFF=STOFF_23,BLEXP=BLEXPDB00000007547,COCONUT=CNP0019488	C13H9Cl3N2O	Dichlorobenzenes	ICUTUKXCWQYESQ-UHFFFAOYSA-N	O=C(NC1=CC=C(Cl)C=C1)NC2=CC=C(Cl)C(Cl)=C2	60843	5.5408	Database ID=60843,BLEXP=BLEXPDB00021737995	C13H9Cl3N2O	N-phenylureas	KPOYDLLPVNBIGV-UHFFFAOYSA-N	O=C(NC=1C=CC=CC1)NC2=CC=C(Cl)C(Cl)=C2Cl																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_319.msp	challenge_319	challenge319	0	16	327.044501864	[M-H]-	101453	6.269	Database ID=101453,HMDB=HMDB0032886,FooDB=FDB010868,BLEXP=BLEXPDB00000010656,COCONUT=CNP0003162	C16H12N2O4S	Naphthols and derivatives	PURJGKXXWJKIQR-ZCXUNETKSA-N	O=S(=O)(O)C1=CC=C(N=NC2=CC=C(O)C=3C=CC=CC23)C=C1	105316	6.269	Database ID=105316,HMDB=HMDB0037836,FooDB=FDB016986,BLEXP=BLEXPDB00000011315,COCONUT=CNP0002756	C16H12N2O4S	Naphthols and derivatives	RDUJRVXKAIVTDH-ZCXUNETKSA-N	O=S(=O)(O)C1=CC=C(N=NC2=C(O)C=CC=3C=CC=CC32)C=C1	347445	6.269	Database ID=347445,HMDB=HMDB0037836,FooDB=FDB016986,BLEXP=BLEXPDB00000011315,COCONUT=CNP0002756	C16H12N2O4S	Naphthols and derivatives	RDUJRVXKAIVTDH-UHFFFAOYSA-N	O=S(=O)(O)C1=CC=C(N=NC2=C(O)C=CC=3C=CC=CC32)C=C1	527738	6.269	Database ID=527738,HMDB=HMDB0037836,FooDB=FDB016986,BLEXP=BLEXPDB00000011315,COCONUT=CNP0002756	C16H12N2O4S	Naphthols and derivatives	RDUJRVXKAIVTDH-ISLYRVAYSA-N	O=S(=O)(O)C1=CC=C(N=NC2=C(O)C=CC=3C=CC=CC32)C=C1	534966	6.269	Database ID=534966,HMDB=HMDB0032886,FooDB=FDB010868,BLEXP=BLEXPDB00000010656,COCONUT=CNP0003162	C16H12N2O4S	Naphthols and derivatives	PURJGKXXWJKIQR-ISLYRVAYSA-N	O=S(=O)(O)C1=CC=C(N=NC2=CC=C(O)C=3C=CC=CC23)C=C1	540486	5.838	Database ID=540487,ChEBI=CHEBI:121040	C16H12N2O4S	Thiophene carboxylic acids and derivatives	LDIUORFGWOBQBG-UHFFFAOYSA-N	O=C(OC)C=1SC=CC1C=2OC(=CC2)C(=O)NC=3C=NC=CC3	166724	5.8031	Database ID=166724,HMDB=HMDB0059913,COCONUT=CNP0444019	C16H12N2O4S	Naphthalenes	RWZPEBJPWGVNIQ-FBMGVBCBSA-N	O=C1C=CC=2C=C(C=CC2C1=NNC=3C=CC=CC3)S(=O)(=O)O	540915	5.5661	Database ID=540916,ChEBI=CHEBI:125338	C16H12N2O4S	Naphthoquinones	CSYFFQVEQXEIAB-UHFFFAOYSA-N	O=C1C=C(NC2=CC=C(C=C2)S(=O)(=O)N)C(=O)C=3C=CC=CC13															
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_32.msp	challenge_32	challenge32	0	22	185.118318436	[M-H]-	303845	6.3612	Database ID=303845,ChEBI=CHEBI:241;CHEBI:242,PubChem=443191;443175,COCONUT=CNP0219872	C10H18O3	Medium-chain hydroxy acids and derivatives	QJXGZJIBSSFJPK-YGPZHTELSA-N	O=C(O)C(C)CCC(C(=C)C)CO	303847	6.3612	Database ID=303847,ChEBI=CHEBI:241;CHEBI:242,PubChem=443191;443175,COCONUT=CNP0219872	C10H18O3	Medium-chain hydroxy acids and derivatives	QJXGZJIBSSFJPK-GKAPJAKFSA-N	O=C(O)C(C)CCC(C(=C)C)CO	353468	6.3612	Database ID=353468,ChEBI=CHEBI:241;CHEBI:242,PubChem=443191;443175,COCONUT=CNP0219872	C10H18O3	Medium-chain hydroxy acids and derivatives	QJXGZJIBSSFJPK-UHFFFAOYSA-N	O=C(O)C(C)CCC(C(=C)C)CO	436336	6.3567	Database ID=436336,UNPD=UNPD213974,COCONUT=CNP0126398	C10H18O3	Acyclic monoterpenoids	FXJVPEWBULIKRY-UHFFFAOYSA-N	O=C(O)CC(C)CCC=C(C)CO	106846	6.339	Database ID=106846,HMDB=HMDB0039533,FooDB=FDB019149,LipidMAPS=LMFA01050160,UNPD=UNPD75900,COCONUT=CNP0316414	C10H18O3	Medium-chain hydroxy acids and derivatives	RCXJFGCVOBRFEH-FNORWQNLSA-N	O=C(O)CCCCCCC=CCO	478282	6.339	Database ID=478282,HMDB=HMDB0039533,FooDB=FDB019149,LipidMAPS=LMFA01050160,UNPD=UNPD75900,COCONUT=CNP0316414	C10H18O3	Medium-chain hydroxy acids and derivatives	RCXJFGCVOBRFEH-UHFFFAOYSA-N	O=C(O)CCCCCCC=CCO	373136	6.309	Database ID=373136,UNPD=UNPD120701;UNPD129957,COCONUT=CNP0188542	C10H18O3	Menthane monoterpenoids	JICIVEUAPHTTNP-UHFFFAOYSA-N	O=C1CC(CCC1C)C(O)(C)CO	551997	6.309	Database ID=551998	C10H18O3		IMVDHXIRBNNVFO-OYNCUSHFSA-N	O=C1CC(C)CCC1C(O)(C)CO	5147	6.2915	Database ID=5147,ChEBI=CHEBI:17130;CHEBI:58022,LipidMAPS=LMFA01060078	C10H18O3	Medium-chain fatty acids	FYURGFQVSMALOD-UHFFFAOYSA-N	O=CCCCCCCCCC(=O)O	17183	6.2796	Database ID=17183,ChEBI=CHEBI:204;CHEBI:214;CHEBI:50452;CHEBI:64224;CHEBI:64225;CHEBI:64226;CHEBI:64247;CHEBI:64249,LipidMAPS=LMFA01050371,PubChem=25245389;25201562;443186;443171	C10H18O3	Medium-chain hydroxy acids and derivatives	NQYDFAGFKCSWGI-UHFFFAOYSA-N	O=C(O)CC(C(=C)C)CCC(O)C	
