confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
29	1	1	1	1	0.4145476869529682	-5.155475186804702	N/A	46.98911586872327	C16H18O9	[M + H]+	CWVRJTMFETXNAD	InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)	Heriguard	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	-0.400000006	9476;73081;91492;1794424;1794425;1794426;1794427;348159;7003561;7067332;7067333;7067334;7067335;5280633;5282098;5315832;5318529;6353336;6436237;6537496;6574999;6575000;6604240;6604619;6875767;12310829;12310830;12310831;9998242;11870307;11870308;11870309;11870310;16757870;26297970;25210304;24207715;25244622;25789091;44135450;44426057;51136363;53744398;57476659;60074140;58545420;59400402;58877657;68047465;68056103;70639896;71314735;71314736;75360770;76319361;89007322;90714044;89043351;89049934;90057486;90835443;90933851;92448125;89360385;91150816;94854309;89953037;102053183;123134024;123773323;123426002;123802666;129010242;131707983;134694233;134725522;134298658;139557019	HMDB:(3164 29278 32849 40690);SuperNatural:(SN00282142 SN00177844 SN00134926 SN00272998 SN00387708 SN00156132 SN00156298 SN00383487 SN00354548 SN00243784 SN00286759 SN00161467 SN00133578 SN00287762 SN00358540 SN00002781 SN00158572 SN00379641 SN00344288 SN00285739 SN00158497 SN00348645 SN00380369 SN00256471 SN00050532 SN00307664 SN00006879 SN00037353);ZINC bio:(ZINC01532490 ZINC01532763 ZINC01599733 ZINC02138728 ZINC03947475 ZINC03947476 ZINC04096248 ZINC04102407 ZINC05567588 ZINC12153524 ZINC13508092 ZINC17263588 ZINC27644079);additional;MeSH:(73081 348159 1794427 5280633 5315832 6436237 12310829);Plantcyc:(CAFFEOYLQUINATE);PubMed;NORMAN:(NS00015066);COCONUT:(CNP0148557 CNP0182857);KNApSAcK:(49091);Natural Products:(UNPD19126 UNPD135177 UNPD226240 UNPD33682 UNPD182361 UNPD224133 UNPD224611 UNPD127950 UNPD209950 UNPD85158 UNPD230482 UNPD129293 UNPD222004 UNPD209933 UNPD163715 UNPD207559 UNPD207630 UNPD109307 UNPD187115 UNPD207560 UNPD98798 UNPD211502 UNPD211484 UNPD35448 UNPD118510 UNPD107088 UNPD11387 UNPD105351 UNPD106185 UNPD76313 UNPD24385);database;PubChem:(9476 73081 91492 1794424 1794425 1794426 1794427 348159 7003561 7067332 7067333 7067334 7067335 5280633 5282098 5315832 5318529 6353336 6436237 6537496 6574999 6575000 6604240 6604619 6875767 12310829 12310830 12310831 9998242 11870307 11870308 11870309 11870310 16757870 26297970 25210304 24207715 25244622 25789091 44135450 44426057 51136363 53744398 57476659 60074140 58545420 59400402 58877657 68047465 68056103 70639896 71314735 71314736 75360770 76319361 89007322 90714044 89043351 89049934 90057486 90835443 90933851 92448125 89360385 91150816 94854309 89953037 102053183 123134024 123773323 123426002 123802666 129010242 131707983 134694233 134725522 134298658 139557019);CHEBI:(16384 16112 143036 139434 57644 57754 143538 75489 95271);PubChem class - bio and metabolites;KEGG:(C00852 C17147);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CAFFEOYLQUINATE)	68841040254	355.1023581559999	NaN	152_challenge_92_	N/A
30	1	1	1	1	0.41225999476320624	-7.8555801723253085	N/A	45.33714272796731	C17H16O5	[M + H]+	REBBZOCNEVVAPX	InChI=1S/C17H16O5/c1-20-12-7-15(21-2)17-13(19)9-14(22-16(17)8-12)10-3-5-11(18)6-4-10/h3-8,14,18H,9H2,1-2H3	Naringenin 5,7-dimethyl ether	COC1=CC2=C(C(=O)CC(O2)C3=CC=C(C=C3)O)C(=C1)OC	2.5	5271551;40429815;40484437	COCONUT:(CNP0306299);KNApSAcK:(8227);Natural Products:(UNPD63491);database;PubChem:(5271551 40429815 40484437);SuperNatural:(SN00003326 SN00011073);ZINC bio:(ZINC02584591 ZINC04348904);additional;Training Set;PubMed;KEGG Mine	77313138770	301.10704961199997	NaN	106_challenge_29_	N/A
31	1	1	1	1	0.4060758579062272	-108.81673705291576	N/A	27.148201368277245	C19H13NO5	[M + H]+	NFDVJYPMLVMXRR	InChI=1S/C19H13NO5/c1-22-14-5-9-3-4-20-17-15(9)16(19(14)23-2)10-6-12-13(25-8-24-12)7-11(10)18(17)21/h3-7H,8H2,1-2H3	Oxonantenine	COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC5=C(C=C42)OCO5)OC	3.29999995	3084224	COCONUT:(CNP0239041);HMDB:(33367);KNApSAcK:(25995);Natural Products:(UNPD110630);database;PubChem:(3084224);SuperNatural:(SN00319657);CHEBI:(70651);PubChem class - bio and metabolites;PubMed	68739432570	336.08664851599997	NaN	100_challenge_245_	N/A
32	1	1	1	1	0.3989946048005166	-35.451668830246746	N/A	10.166222845836225	C37H38N2O6	[M + H]+	LJPRYJYATIYRAB	InChI=1S/C37H38N2O6/c1-38-14-12-23-19-30(41-4)34-36-32(23)26(38)16-21-6-9-25(10-7-21)43-29-18-22(8-11-28(29)40-3)17-27-33-24(13-15-39(27)2)20-31(42-5)35(44-36)37(33)45-34/h6-11,18-20,26-27H,12-17H2,1-5H3	null	COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc(OC)c4c3Oc3c(OC)cc5c(c3O4)C(C2)N(C)CC5)CCN1C	7.425698576105567	""	""	0	607.280262936	NaN	66_challenge_182_	N/A
33	1	1	1	1	0.3984992404738605	-27.41033767820525	N/A	18.603490968183525	C15H14O6	[M + H]+	PFTAWBLQPZVEMU	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Catergen	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	1.47232497	1203;9064;72276;73160;182232;255538;10517669;12015783;12309507;12309508;12309509;11087562;44224836;49787818;49787895;66995311;71310842;71310843;71314581;86271441;86271442;86271443;118886880;118886881;118886882;118886930;131871365	HMDB:(1871 2780 37953 37954 127721);SuperNatural:(SN00001082 SN00001083 SN00001085 SN00001084);ZINC bio:(ZINC00119978 ZINC00119983 ZINC00119985 ZINC00119988);additional;MeSH:(9064 72276);Plantcyc:(CPD-1961 CPD-7630);PubMed;NORMAN:(NS00004541);COCONUT:(CNP0293352);KNApSAcK:(947);Natural Products:(UNPD107895 UNPD80387 UNPD57689 UNPD108574);database;PubChem:(1203 9064 72276 73160 182232 255538 10517669 12015783 12309507 12309508 12309509 11087562 44224836 49787818 49787895 66995311 71310842 71310843 71314581 86271441 86271442 86271443 118886880 118886881 118886882 118886930 131871365);CHEBI:(90 23053 76125 33992 15600);PubChem class - bio and metabolites;KEGG:(C14079 C09728 C06562 C17590 C09727);PubChem class - safety and toxic;YMDB:(1653);Training Set;PubChem class - drug;Biocyc:(CPD-19100 CPD-1961 CPD-7630 CPD-19097)	68841105790	291.086314168	NaN	150_challenge_9_	N/A
34	1	1	1	1	0.39815315744471774	-18.43773781534567	N/A	34.792122028786856	C14H12O3	[M + H]+	LUKBXSAWLPMMSZ	InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H	Resvida	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	3.0999999	5056;1548910;445154;46782864;57369398;53394129;71684637;101188468	HMDB:(3747 34118);PubChem class - food;SuperNatural:(SN00386435 SN00000245);ZINC bio:(ZINC00006787 ZINC12353732);additional;HSDB:(501-36-0);MeSH:(445154 1548910);Plantcyc:(CPD-83);PubMed;NORMAN:(NS00010180);COCONUT:(CNP0247661);KNApSAcK:(44435);Natural Products:(UNPD216081 UNPD63618 UNPD162428);database;PubChem:(5056 1548910 445154 46782864 57369398 53394129 71684637 101188468);CHEBI:(45713 36002 27881);PubChem class - bio and metabolites;KEGG:(C03582);PubChem class - safety and toxic;YMDB:(1780);Training Set;PubChem class - drug;Biocyc:(CPD-83)	68975324030	229.085920244	NaN	151_challenge_90_	N/A
35	1	1	1	1	0.39664778173998333	-22.97419232658543	N/A	85.15109699103427	C36H60O7	[M + H]+	PHLXREOMFNVWOH	InChI=1S/C36H60O7/c1-20(2)10-9-11-21(3)22-12-16-36(8)28(22)23(38)18-26-34(6)15-14-27(33(4,5)25(34)13-17-35(26,36)7)43-32-31(41)30(40)29(39)24(19-37)42-32/h10-11,22-32,37-41H,9,12-19H2,1-8H3	Ginsenoside Rh3	CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)C	7.0	6439048;20839223;25028982;46913033;73717426;91884900;102147427;118705375;122196267;125181737;125181738;125181739;125181740;124902826;124902828;124902830;124902831;126612658;129607049;131707255;131752700;134715394;131954662;138107297;137704908;139292008;138392139	COCONUT:(CNP0294109);HMDB:(39645);KNApSAcK:(33877);Natural Products:(UNPD163867);database;PubChem:(6439048 20839223 25028982 46913033 73717426 91884900 102147427 118705375 122196267 125181737 125181738 125181739 125181740 124902826 124902828 124902830 124902831 126612658 129607049 131707255 131752700 134715394 131954662 138107297 137704908 139292008 138392139);SuperNatural:(SN00250604);PubChem class - bio and metabolites;MeSH:(6439048 20839223 73717426 91884900 118705375 131752700 131954662 134715394 137704908 138107297);PubMed	68739432542	605.4411802599999	NaN	33_challenge_142_	N/A
36	1	1	1	1	0.38753051692178225	-130.8297881881099	N/A	94.29433880586026	C21H18O11	[M + H]+	JBFOLLJCGUCDQP	InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	Apigenin 7-glucuronide	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	0.376613319	5319484;5387370;12912213;12912214;11972410;21550869;44257800;44257801;102594484;124511063;124302234;134693084	HMDB:(132462);SuperNatural:(SN00164116 SN00020481 SN00354297 SN00161016 SN00323191 SN00404376 SN00359663);ZINC bio:(ZINC13543704);additional;MeSH:(5319484 12912214);PubMed;COCONUT:(CNP0066076 CNP0397409 CNP0398455);KNApSAcK:(4144);Natural Products:(UNPD106730 UNPD213858 UNPD11774 UNPD21511 UNPD138588);database;PubChem:(5319484 5387370 12912213 12912214 11972410 21550869 44257800 44257801 102594484 124511063 124302234 134693084);PubChem class - bio and metabolites;PubChem class - safety and toxic;KEGG Mine	77397008478	447.092187396	NaN	87_challenge_223_	N/A
37	1	1	1	1	0.3853112735710668	-49.12834050627748	N/A	12.777037744751759	C15H12O	[M + H]+	DQFBYFPFKXHELB	InChI=1S/C15H12O/c16-15(14-9-5-2-6-10-14)12-11-13-7-3-1-4-8-13/h1-12H	Chalcone	C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2	3.75873995	7189;637760;5358548;10608478;12031880;12206733;12206734;11183469;16213773;21722049;88236296;123677132;122429265;129788317;129890040	HMDB:(3066 135598);SuperNatural:(SN00158067 SN00034660);ZINC bio:(ZINC12349443 ZINC38139289);additional;MeSH:(637760);PubMed;NORMAN:(NS00015146);COCONUT:(CNP0130067);Natural Products:(UNPD148220 UNPD137462);database;PubChem:(7189 637760 5358548 10608478 12031880 12206733 12206734 11183469 16213773 21722049 88236296 123677132 122429265 129788317 129890040);CHEBI:(27618 48965 48966);PubChem class - bio and metabolites;KEGG:(C15589 C01484);PubChem class - safety and toxic;Training Set;Biocyc:(CHALCONE-CMPD)	68807354734	209.096091004	NaN	86_challenge_222_	N/A
38	1	1	1	1	0.38161995689749806	-11.485892668750655	N/A	108.08372272271019	C42H72O14	[M + H]+	YURJSTAIMNSZAE	InChI=1S/C42H72O14/c1-20(2)10-9-13-42(8,56-37-34(52)32(50)30(48)25(19-44)55-37)21-11-15-40(6)28(21)22(45)16-26-39(5)14-12-27(46)38(3,4)35(39)23(17-41(26,40)7)53-36-33(51)31(49)29(47)24(18-43)54-36/h10,21-37,43-52H,9,11-19H2,1-8H3	Ginsenoside RG1	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C	2.70000005	328776;432116;441923;5458670;9962457;11115444;24728657;45275451;44198636;45782970;46783397;51066578;51340229;57777191;101216669;117590644;118725143;122130520;125463164;125463165;125463166;125463167;124762503;124762504;124839798;124839799;124839800;124131259;124918986;124918987;124918988;124918989;124928697;124928698;129316826;129607077;131676149;131676769;133556530;131801319;139036202;138107301;137891053	HMDB:(35857);SuperNatural:(SN00361455 SN00256516 SN00281730 SN00259648 SN00384206 SN00277374 SN00367949 SN00367727 SN00311753);additional;MeSH:(441923);Plantcyc:(CPD-15445);PubMed;COCONUT:(CNP0238663);KNApSAcK:(3520);Natural Products:(UNPD18635 UNPD43130 UNPD39967 UNPD83268 UNPD1832 UNPD44734 UNPD89172 UNPD101856 UNPD111027);database;PubChem:(328776 432116 441923 5458670 9962457 11115444 24728657 45275451 44198636 45782970 46783397 51066578 51340229 57777191 101216669 117590644 118725143 122130520 125463164 125463165 125463166 125463167 124762503 124762504 124839798 124839799 124839800 124131259 124918986 124918987 124918988 124918989 124928697 124928698 129316826 129607077 131676149 131676769 133556530 131801319 139036202 138107301 137891053);CHEBI:(67987);PubChem class - bio and metabolites;KEGG:(C08946);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15445)	68807215486	801.4994829839998	NaN	131_challenge_70_	N/A
39	1	1	1	1	0.3812062405668766	-23.21596291155794	N/A	32.3732568008294	C23H26O11	[M + H]+	LFKQVVDFNHDYNK	InChI=1S/C23H26O11/c24-14-4-1-12(9-16(14)26)3-6-19(28)33-11-18-20(29)21(30)22(31)23(34-18)32-8-7-13-2-5-15(25)17(27)10-13/h1-6,9-10,18,20-27,29-31H,7-8,11H2	Calceolarioside B	C1=CC(=C(C=C1CCOC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O)O)O	0.600000024	5273567;6320302;13962912;78380900	COCONUT:(CNP0167672);KNApSAcK:(33686);Natural Products:(UNPD213734 UNPD34469 UNPD13755 UNPD216219 UNPD48538 UNPD58733 UNPD93179);database;PubChem:(5273567 6320302 13962912 78380900);SuperNatural:(SN00257400 SN00158730 SN00020671 SN00285990 SN00369669 SN00354409);CHEBI:(68345);ZINC bio:(ZINC14512219);additional;MeSH:(5273567);Training Set;PubMed	68723204214	479.15478765199987	NaN	62_challenge_178_	N/A
40	1	1	1	1	0.3588039450617302	-25.967864326292045	N/A	65.22086788037763	C54H92O24	[M + H]+	OIBDCWWIVJNUJB	InChI=1S/C54H92O24/c1-22(2)10-9-13-54(8,78-49-44(40(68)36(64)29(21-58)75-49)77-47-42(70)38(66)34(62)27(19-56)73-47)23-11-15-52(6)32(23)24(59)16-30-51(5)14-12-31(60)50(3,4)45(51)25(17-53(30,52)7)71-48-43(39(67)35(63)28(20-57)74-48)76-46-41(69)37(65)33(61)26(18-55)72-46/h10,23-49,55-70H,9,11-21H2,1-8H3	null	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C	-1.29389131	""	COCONUT:(CNP0195682);Natural Products:(UNPD62259);database;SuperNatural:(SN00381403)	68722655232	1125.6051298240004	NaN	125_challenge_59_	N/A
41	1	1	1	1	0.3567566407112772	-12.466451016954101	N/A	98.9737151142373	C36H58O12	[M + H]+	FSLDBYNJYAUPDI	InChI=1S/C36H58O12/c1-31(2)10-12-35(30(46)48-29-26(43)25(42)24(41)20(15-37)47-29)13-11-33(4)18(23(35)28(31)45)6-7-21-32(3)14-19(40)27(44)36(16-38,17-39)22(32)8-9-34(21,33)5/h6,19-29,37-45H,7-17H2,1-5H3	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,6aS,6bR,12aR)-1,10,11-trihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(CO)CO)O)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C	1.5	16681672;21637754;21726784;45783065;51357547;124839716;124485141;124485142	COCONUT:(CNP0318573);KNApSAcK:(50258);Natural Products:(UNPD122759 UNPD81121 UNPD120407);database;PubChem:(16681672 21637754 21726784 45783065 51357547 124839716 124485141 124485142);SuperNatural:(SN00039853 SN00348157 SN00042590 SN00039850 SN00395101 SN00042591 SN00039851 SN00039852);ZINC bio:(ZINC67903269 ZINC67903270 ZINC67903273 ZINC67903274 ZINC77269316 ZINC77269321);additional;Training Set	68723204114	683.400103296	NaN	74_challenge_195_	N/A
42	1	1	1	1	0.35665241995815533	-13.53782700229712	N/A	40.81924443795852	C54H92O24	[M + H]+	OIBDCWWIVJNUJB	InChI=1S/C54H92O24/c1-22(2)10-9-13-54(8,78-49-44(40(68)36(64)29(21-58)75-49)77-47-42(70)38(66)34(62)27(19-56)73-47)23-11-15-52(6)32(23)24(59)16-30-51(5)14-12-31(60)50(3,4)45(51)25(17-53(30,52)7)71-48-43(39(67)35(63)28(20-57)74-48)76-46-41(69)37(65)33(61)26(18-55)72-46/h10,23-49,55-70H,9,11-21H2,1-8H3	null	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C	-1.29389131	""	COCONUT:(CNP0195682);Natural Products:(UNPD62259);database;SuperNatural:(SN00381403)	68722655232	1125.6051298240004	NaN	34_challenge_143_	N/A
43	1	1	1	1	0.35656323076726154	-35.775345587819594	N/A	12.647369966229686	C9H6O4	[M + H]+	ILEDWLMCKZNDJK	InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H	Esculatin	C1=CC(=O)OC2=CC(=C(C=C21)O)O	1.1659261	5281416	HMDB:(30819);SuperNatural:(SN00156834 SN00000754);ZINC bio:(ZINC00057908);additional;MeSH:(5281416);Plantcyc:(CPD-8097);PubMed;NORMAN:(NS00004806);COCONUT:(CNP0009576 CNP0026503 CNP0093325 CNP0171720 CNP0386988);KNApSAcK:(2471);Natural Products:(UNPD155340);database;PubChem:(5281416);CHEBI:(490095);PubChem class - bio and metabolites;KEGG:(C09263);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8097)	68807485822	179.033884672	NaN	132_challenge_72_	N/A
44	1	1	1	1	0.35607557135994844	-15.954541387273286	N/A	133.15808692522722	C42H72O14	[M + H]+	UZIOUZHBUYLDHW	InChI=1S/C42H72O14/c1-20(2)10-9-13-42(8,52)21-11-15-40(6)28(21)22(45)16-26-39(5)14-12-27(46)38(3,4)35(39)23(17-41(26,40)7)53-37-34(32(50)30(48)25(19-44)55-37)56-36-33(51)31(49)29(47)24(18-43)54-36/h10,21-37,43-52H,9,11-19H2,1-8H3	Ginsenoside Rf	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C	2.70000005	441922;4483443;12912331;12912334;12912336;10350391;24884010;45782972;46783758;53393634;101216665;118705100;118720624;123134428;122130260;125463159;122389843;124839788;129316858;129607070;131706741;134688822;138107333;137704579	HMDB:(34745);SuperNatural:(SN00368342 SN00299290 SN00321522);additional;MeSH:(441922);PubMed;COCONUT:(CNP0314173);KNApSAcK:(3519);Natural Products:(UNPD191218 UNPD19562 UNPD23314 UNPD62824 UNPD16423);database;PubChem:(441922 4483443 12912331 12912334 12912336 10350391 24884010 45782972 46783758 53393634 101216665 118705100 118720624 123134428 122130260 125463159 122389843 124839788 129316858 129607070 131706741 134688822 138107333 137704579);CHEBI:(67986);PubChem class - bio and metabolites;KEGG:(C08945);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15441)	68807084414	801.499482984	NaN	30_challenge_138_	N/A
45	1	1	1	1	0.34926551287567204	-40.01948505611096	N/A	26.31105722180036	C42H70O12	[M + H]+	NJUXRKMKOFXMRX	InChI=1S/C42H70O12/c1-21(2)10-9-11-22(3)23-12-16-42(8)30(23)24(45)18-28-40(6)15-14-29(39(4,5)27(40)13-17-41(28,42)7)53-38-36(34(49)32(47)26(20-44)52-38)54-37-35(50)33(48)31(46)25(19-43)51-37/h10-11,23-38,43-50H,9,12-20H2,1-8H3	(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2Z)-6-methylhepta-2,5-dien-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C	5.4000001	11550001;10147169;11499199;20841359;44416768;59806994;58165293;72985464;102594524;117792248;125127488;125127489;125127490;125127491;123721072;122361584;123906918;129607043;131884587;137705465	COCONUT:(CNP0276674);HMDB:(31830);KNApSAcK:(33875);Natural Products:(UNPD165183 UNPD224648 UNPD147611 UNPD196298 UNPD215868);database;PubChem:(11550001 10147169 11499199 20841359 44416768 59806994 58165293 72985464 102594524 117792248 125127488 125127489 125127490 125127491 123721072 122361584 123906918 129607043 131884587 137705465);SuperNatural:(SN00389124 SN00275329 SN00252132);CHEBI:(67992);PubChem class - bio and metabolites;MeSH:(11499199 11550001 44416768 59806994 72985464 102594524 137705465);Training Set;PubMed	68739448958	767.49400368	NaN	18_challenge_118_	N/A
46	1	1	1	1	0.33144087126342353	-12.046347542374333	N/A	91.86670066617347	C14H12O4	[M + H]+	CDRPUGZCRXZLFL	InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H	piceatanol	C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O	2.30657482	4813;667639;6603962	HMDB:(4215);SuperNatural:(SN00000270);ZINC bio:(ZINC00014036 ZINC05552326);additional;MeSH:(4813 667639);PubMed;NORMAN:(NS00014902);COCONUT:(CNP0171967);KNApSAcK:(2895);Natural Products:(UNPD209828 UNPD195128);database;PubChem:(4813 667639 6603962);CHEBI:(92460 76156 28814);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C05901);PubChem class - safety and toxic;YMDB:(1775);Training Set	85987287422	245.080834864	NaN	109_challenge_35_	N/A
47	1	1	1	1	0.3298459281868812	-12.776683229095932	N/A	79.929179349514	C48H82O19	[M + H]+	FBFMBWCLBGQEBU	InChI=1S/C48H82O19/c1-21(2)10-9-13-48(8,67-42-38(61)35(58)32(55)26(19-50)64-42)22-11-15-46(6)30(22)23(52)16-28-45(5)14-12-29(53)44(3,4)40(45)24(17-47(28,46)7)62-43-39(36(59)33(56)27(20-51)65-43)66-41-37(60)34(57)31(54)25(18-49)63-41/h10,22-43,49-61H,9,11-20H2,1-8H3	gypenoside	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C	1.10000002	6325270;12855925;25060610;24721561;24779761;56776276;56840599;101216668;102186766;100935331;123134431;125038251;125038252;125038253;125038254;122173168;125463147;134688425;138107302	COCONUT:(CNP0237577);KNApSAcK:(29442);Natural Products:(UNPD1846 UNPD109240 UNPD13204 UNPD130379 UNPD138824 UNPD192439);database;PubChem:(6325270 12855925 25060610 24721561 24779761 56776276 56840599 101216668 102186766 100935331 123134431 125038251 125038252 125038253 125038254 122173168 125463147 134688425 138107302);SuperNatural:(SN00283067 SN00238500 SN00238048 SN00382348);additional;Training Set;PubMed;KEGG Mine	77313130578	963.5523064040003	NaN	142_challenge_81_	N/A
48	1	1	1	1	0.32539468920014897	-42.889769767983815	N/A	10.280107038725408	C7H14N2O3	[M + H]+	DATAGRPVKZEWHA	InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)	Theanine	CCNC(=O)CCC(C(=O)O)N	-1.02235985	228398;439378;9964226;25201101;25201220;38989219;71309703;92043216	HMDB:(34365);PubChem class - food;SuperNatural:(SN00002258);ZINC bio:(ZINC01532828 ZINC02046330);additional;HSDB:(3081-61-6);MeSH:(439378 25201220);Plantcyc:(CPD-9384);PubMed;NORMAN:(NS00019893);COCONUT:(CNP0109625);KNApSAcK:(30691);Natural Products:(UNPD3549);database;PubChem:(228398 439378 9964226 25201101 25201220 38989219 71309703 92043216);YMDB Mine;CHEBI:(58128 17394);PubChem class - bio and metabolites;KEGG:(C01047);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-9384)	103334996862	175.107718308	NaN	79_challenge_201_	N/A
49	1	1	1	1	0.3239736908902676	-61.376771168752306	N/A	56.958013261482506	C21H22O6	[M + H]+	AWOGQCSIVCQXBT	InChI=1S/C21H22O6/c1-22-16-5-3-12(7-18(16)23-2)20-14-9-25-21(15(14)10-24-20)13-4-6-17-19(8-13)27-11-26-17/h3-8,14-15,20-21H,9-11H2,1-2H3	Fargesin	COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C=C4)OCO5)OC	2.79999995	129290;182278;5317318;5320622;10926754;12697524;11210905;11440121;24728720;53393585;92417132;92966415;101066121;138107453;137705003	HMDB:(38236);SuperNatural:(SN00254024 SN00381029 SN00278256 SN00158057 SN00013835 SN00315935 SN00143739 SN00143495);ZINC bio:(ZINC06018661 ZINC12153719);additional;MeSH:(129290 182278 10926754 11440121 24728720 92417132 92966415 137705003);PubMed;COCONUT:(CNP0140264);KNApSAcK:(643);Natural Products:(UNPD56298 UNPD138869 UNPD100790 UNPD123494 UNPD182801 UNPD193425 UNPD1040);database;PubChem:(129290 182278 5317318 5320622 10926754 12697524 11210905 11440121 24728720 53393585 92417132 92966415 101066121 138107453 137705003);CHEBI:(80822 133905);PubChem class - bio and metabolites;KEGG:(C17844 C16957);Training Set	68739981694	371.14891442399994	NaN	73_challenge_194_	N/A
